Language	Fraction	DepLen
Persian_2.6	6	-8.61452579498
Persian_2.6	7	-7.70048666
Persian_2.6	8	-6.20521783829
Persian_2.6	9	-3.76450610161
Persian_2.6	10	2.06638479233
Buryat_2.6	0	-0.968653082848
Buryat_2.6	1	-2.51516509056
Buryat_2.6	2	-3.11732697487
Buryat_2.6	3	-3.39785385132
Buryat_2.6	4	-3.49562311172
Buryat_2.6	5	-3.39313316345
Buryat_2.6	6	-3.16259980202
Buryat_2.6	7	-2.76625084877
Buryat_2.6	8	-2.12909269333
Buryat_2.6	9	-1.13780272007
Buryat_2.6	10	0.968653082848
Finnish_2.6	0	1.17685973644
Finnish_2.6	1	-0.664803445339
Finnish_2.6	2	-1.65825271606
Finnish_2.6	3	-2.3557870388
Finnish_2.6	4	-2.84625077248
Finnish_2.6	5	-3.16148948669
Finnish_2.6	6	-3.33520698547
Finnish_2.6	7	-3.35468316078
Finnish_2.6	8	-3.18550038338
Finnish_2.6	9	-2.76642990112
Finnish_2.6	10	-1.17685973644
Japanese_2.6	0	0.157793179154
Japanese_2.6	1	-0.63222694397
Japanese_2.6	2	-0.63222694397
Japanese_2.6	3	-0.632226884365
Japanese_2.6	4	-0.632226884365
Japanese_2.6	5	-0.63222694397
Japanese_2.6	6	-0.632227003574
Japanese_2.6	7	-0.63222694397
Japanese_2.6	8	-0.63222694397
Japanese_2.6	9	-0.632226884365
Japanese_2.6	10	-0.157793179154
Sanskrit_2.6	0	-0.679023623466
Sanskrit_2.6	1	-2.22021627426
Sanskrit_2.6	2	-2.67915582657
Sanskrit_2.6	3	-2.88666892052
Sanskrit_2.6	4	-2.91297459602
Sanskrit_2.6	5	-2.76986980438
Sanskrit_2.6	6	-2.54884624481
Sanskrit_2.6	7	-2.16018390656
Sanskrit_2.6	8	-1.6641368866
Sanskrit_2.6	9	-0.916164219379
Sanskrit_2.6	10	0.679023623466
Erzya_2.6	0	0.582529723644
Erzya_2.6	1	-0.961218297482
Erzya_2.6	2	-1.74786067009
Erzya_2.6	3	-2.23575162888
Erzya_2.6	4	-2.52258062363
Erzya_2.6	5	-2.68448781967
Erzya_2.6	6	-2.69099116325
Erzya_2.6	7	-2.52528858185
Erzya_2.6	8	-2.28154683113
Erzya_2.6	9	-1.81533265114
Erzya_2.6	10	-0.582529723644
