CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
nsubj	2.36695	any	0.18233	62289	any	Sanskrit_2.8	Sanskrit
obj	9.99268	any	-0.00804	5683099	any	Basque_2.8	Basque
nsubj	-5.36212	any	1.00188	5683099	any	Basque_2.8	Basque
obj	-10.027	any	-0.62993	5676497	any	Indonesian_2.8	Indonesian
nsubj	5.71842	any	0.15693	5676497	any	Indonesian_2.8	Indonesian
obj	-9.99761	any	-0.07576	1359748	any	Naija_2.8	Naija
nsubj	1.54706	any	-1.48037	1359748	any	Naija_2.8	Naija
obj	9.96153	any	-0.55624	8721761	any	Polish_2.8	Polish
nsubj	-5.75165	any	1.767	8721761	any	Polish_2.8	Polish
obj	10.00012	any	0.19604	5030205	any	Sanskrit_2.8	Sanskrit
nsubj	-1.87499	any	0.51957	5030205	any	Sanskrit_2.8	Sanskrit
obj	10.06588	any	1.30852	8086081	any	Greek_2.8	Greek
nsubj	6.26777	any	-2.13384	8086081	any	Greek_2.8	Greek
obj	10.00076	any	-0.6583	3787004	any	Welsh_2.8	Welsh
nsubj	-1.07246	any	-0.88285	3787004	any	Welsh_2.8	Welsh
obj	-10.00242	any	1.12348	2739566	any	Slovenian_2.8	Slovenian
nsubj	-4.64901	any	-0.05819	2739566	any	Slovenian_2.8	Slovenian
obj	-9.99845	any	-0.14631	5897977	any	Irish_2.8	Irish
nsubj	-0.73272	any	-1.1784	5897977	any	Irish_2.8	Irish
obj	10.00431	any	0.49704	4170203	any	German_2.8	German
nsubj	-2.72796	any	-0.10562	4170203	any	German_2.8	German
obj	10.01157	any	0.47462	8463188	any	Chinese_2.8	Chinese
nsubj	-2.60466	any	-0.44077	8463188	any	Chinese_2.8	Chinese
obj	-9.99535	any	0.78088	4343247	any	German_2.8	German
nsubj	2.55361	any	-0.0668	4343247	any	German_2.8	German
obj	-10.02263	any	-0.93497	8848137	any	Naija_2.8	Naija
nsubj	4.74341	any	-3.11831	8848137	any	Naija_2.8	Naija
obj	-10.13221	any	1.42493	2680660	any	Sanskrit_2.8	Sanskrit
nsubj	6.05622	any	0.25925	2680660	any	Sanskrit_2.8	Sanskrit
obj	-10.04072	any	1.26719	3744987	any	Slovenian_2.8	Slovenian
nsubj	-4.5396	any	-0.73771	3744987	any	Slovenian_2.8	Slovenian
obj	10.01834	any	1.47008	4198321	any	Lithuanian_2.8	Lithuanian
nsubj	-4.92784	any	0.66265	4198321	any	Lithuanian_2.8	Lithuanian
obj	-10.04711	any	-1.58806	9937794	any	Welsh_2.8	Welsh
nsubj	5.33215	any	0.88073	9937794	any	Welsh_2.8	Welsh
obj	-10.00258	any	-0.40478	907844	any	Latin_2.8	Latin
nsubj	1.12101	any	-0.01016	907844	any	Latin_2.8	Latin
obj	10.00229	any	0.21966	2402149	any	Western_Armenian_2.8	Western_Armenian
nsubj	-4.74971	any	0.1787	2402149	any	Western_Armenian_2.8	Western_Armenian
obj	9.98389	any	-0.20299	7362228	any	Slovenian_2.8	Slovenian
nsubj	5.20751	any	-1.25019	7362228	any	Slovenian_2.8	Slovenian
obj	-10.01766	any	0.1598	4604452	any	Latin_2.8	Latin
nsubj	-5.45202	any	-1.68136	4604452	any	Latin_2.8	Latin
obj	-9.99324	any	-0.46516	972418	any	German_2.8	German
nsubj	5.95266	any	0.94298	972418	any	German_2.8	German
obj	-9.99819	any	-0.39813	9822918	any	Erzya_2.8	Erzya
nsubj	-2.25586	any	-1.27132	9822918	any	Erzya_2.8	Erzya
obj	9.94673	any	2.58051	7696772	any	Kurmanji_2.8	Kurmanji
nsubj	5.15102	any	-0.51061	7696772	any	Kurmanji_2.8	Kurmanji
obj	-10.03604	any	0.22773	5001516	any	Finnish_2.8	Finnish
nsubj	6.30738	any	0.62672	5001516	any	Finnish_2.8	Finnish
obj	-9.99996	any	-0.11407	1558505	any	Latvian_2.8	Latvian
nsubj	1.55271	any	-0.95832	1558505	any	Latvian_2.8	Latvian
obj	9.97299	any	1.69708	5672927	any	Uyghur_2.8	Uyghur
nsubj	6.27479	any	-1.10274	5672927	any	Uyghur_2.8	Uyghur
obj	-10.00329	any	1.73143	3057937	any	Belarusian_2.8	Belarusian
nsubj	-5.61667	any	-1.19891	3057937	any	Belarusian_2.8	Belarusian
obj	9.99566	any	1.75899	3502597	any	Estonian_2.8	Estonian
nsubj	5.73027	any	-0.7027	3502597	any	Estonian_2.8	Estonian
obj	-10.07774	any	0.48309	7098968	any	Manx_2.8	Manx
nsubj	-6.73897	any	-3.38524	7098968	any	Manx_2.8	Manx
obj	-10.02612	any	-2.25358	5462132	any	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	6.13058	any	0.2147	5462132	any	Komi_Zyrian_2.8	Komi_Zyrian
obj	9.99088	any	0.06013	4006041	any	Maltese_2.8	Maltese
nsubj	-5.2172	any	0.74848	4006041	any	Maltese_2.8	Maltese
obj	-10.05184	any	-0.59189	3479560	any	Latin_2.8	Latin
nsubj	5.10537	any	0.56348	3479560	any	Latin_2.8	Latin
obj	10.00257	any	1.14914	7237873	any	Latin_2.8	Latin
nsubj	5.81087	any	0.36666	7237873	any	Latin_2.8	Latin
obj	10.00482	any	-0.16366	947507	any	Faroese_2.8	Faroese
nsubj	-1.84392	any	-0.9398	947507	any	Faroese_2.8	Faroese
obj	10.02707	any	4.06121	873558	any	Hindi_2.8	Hindi
nsubj	5.49057	any	-0.05657	873558	any	Hindi_2.8	Hindi
obj	-10.0017	any	0.12188	5128457	any	Czech_2.8	Czech
nsubj	5.56536	any	-0.20581	5128457	any	Czech_2.8	Czech
obj	10.00041	any	0.37376	5570184	any	Basque_2.8	Basque
nsubj	-1.11617	any	-0.17357	5570184	any	Basque_2.8	Basque
obj	-9.98361	any	0.47841	8618905	any	Armenian_2.8	Armenian
nsubj	5.45585	any	0.26	8618905	any	Armenian_2.8	Armenian
obj	10.05921	any	-1.17483	5742429	any	Welsh_2.8	Welsh
nsubj	3.97339	any	-2.37443	5742429	any	Welsh_2.8	Welsh
obj	-9.95153	any	-2.15884	5486547	any	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	5.26944	any	0.37664	5486547	any	Komi_Zyrian_2.8	Komi_Zyrian
obj	-10.01812	any	0.6009	6341183	any	French_2.8	French
nsubj	5.6166	any	0.09758	6341183	any	French_2.8	French
obj	9.99812	any	-0.45959	1678321	any	Thai_2.8	Thai
nsubj	-2.49002	any	-0.56083	1678321	any	Thai_2.8	Thai
obj	-9.99637	any	-0.90419	5185117	any	Kurmanji_2.8	Kurmanji
nsubj	6.0145	any	1.51292	5185117	any	Kurmanji_2.8	Kurmanji
obj	9.91993	any	-0.99549	9059080	any	Faroese_2.8	Faroese
nsubj	-6.23231	any	0.92858	9059080	any	Faroese_2.8	Faroese
obj	10.00139	any	-0.24808	1965397	any	Kazakh_2.8	Kazakh
nsubj	-2.98866	any	0.13527	1965397	any	Kazakh_2.8	Kazakh
obj	10.00377	any	0.05021	3213886	any	Korean_2.8	Korean
nsubj	1.83727	any	0.16079	3213886	any	Korean_2.8	Korean
obj	-10.00478	any	-0.33488	1169929	any	Thai_2.8	Thai
nsubj	2.53544	any	-0.60329	1169929	any	Thai_2.8	Thai
obj	9.99928	any	0.57763	8392091	any	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-3.02587	any	0.44957	8392091	any	Upper_Sorbian_2.8	Upper_Sorbian
obj	-10.03181	any	2.12361	7115965	any	Estonian_2.8	Estonian
nsubj	-5.87946	any	-0.16191	7115965	any	Estonian_2.8	Estonian
obj	9.97182	any	3.77477	2980806	any	Hindi_2.8	Hindi
nsubj	-5.40751	any	1.01654	2980806	any	Hindi_2.8	Hindi
obj	9.99539	any	-0.49855	1598917	any	Thai_2.8	Thai
nsubj	-2.83299	any	-0.1665	1598917	any	Thai_2.8	Thai
obj	-9.95444	any	-0.43165	7854644	any	Buryat_2.8	Buryat
nsubj	5.8291	any	1.32898	7854644	any	Buryat_2.8	Buryat
obj	-10.00199	any	0.53724	1702060	any	Western_Armenian_2.8	Western_Armenian
nsubj	0.56516	any	-0.06247	1702060	any	Western_Armenian_2.8	Western_Armenian
obj	10.07952	any	1.16625	6941323	any	Belarusian_2.8	Belarusian
nsubj	-4.81686	any	-1.08523	6941323	any	Belarusian_2.8	Belarusian
obj	10.00509	any	0.47573	324197	any	Western_Armenian_2.8	Western_Armenian
nsubj	-0.93967	any	-0.28471	324197	any	Western_Armenian_2.8	Western_Armenian
obj	10.00789	any	0.45543	492135	any	Cantonese_2.8	Cantonese
nsubj	-0.52533	any	-1.48031	492135	any	Cantonese_2.8	Cantonese
obj	-10.0032	any	0.36893	5691599	any	English_2.8	English
nsubj	2.05911	any	-0.99683	5691599	any	English_2.8	English
obj	10.00092	any	0.05781	3605356	any	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	1.44957	any	-1.12774	3605356	any	Mbya_Guarani_2.8	Mbya_Guarani
obj	-9.99279	any	3.22868	6407372	any	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	-4.70297	any	-0.40872	6407372	any	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	9.93508	any	-2.00041	4098405	any	Coptic_2.8	Coptic
nsubj	-6.06909	any	-0.87657	4098405	any	Coptic_2.8	Coptic
obj	-10.00909	any	0.04381	875028	any	Chinese_2.8	Chinese
nsubj	5.17048	any	-1.39663	875028	any	Chinese_2.8	Chinese
obj	10.00259	any	-0.3024	865880	any	Hungarian_2.8	Hungarian
nsubj	-1.81175	any	0.14466	865880	any	Hungarian_2.8	Hungarian
obj	-9.96743	any	-0.81361	9542759	any	Finnish_2.8	Finnish
nsubj	5.85308	any	0.71951	9542759	any	Finnish_2.8	Finnish
obj	-10.0004	any	1.45093	3257498	any	Arabic_2.8	Arabic
nsubj	1.6469	any	-0.69102	3257498	any	Arabic_2.8	Arabic
obj	9.93346	any	1.18079	7084507	any	Irish_2.8	Irish
nsubj	4.82847	any	-1.11703	7084507	any	Irish_2.8	Irish
obj	-10.00317	any	-0.44066	177568	any	Kazakh_2.8	Kazakh
nsubj	2.72952	any	-0.21966	177568	any	Kazakh_2.8	Kazakh
obj	10.05623	any	-1.17024	2937520	any	Serbian_2.8	Serbian
nsubj	-5.7477	any	1.45449	2937520	any	Serbian_2.8	Serbian
obj	-9.9997	any	2.09541	1934602	any	Persian_2.8	Persian
nsubj	-5.42587	any	-0.48292	1934602	any	Persian_2.8	Persian
obj	10.0022	any	-1.36102	5385108	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	-6.16794	any	1.1697	5385108	any	Classical_Chinese_2.8	Classical_Chinese
obj	10.03714	any	-0.37305	1856200	any	Lithuanian_2.8	Lithuanian
nsubj	-4.31159	any	1.28795	1856200	any	Lithuanian_2.8	Lithuanian
obj	9.99874	any	0.23221	5550468	any	Vietnamese_2.8	Vietnamese
nsubj	-2.87173	any	-0.55344	5550468	any	Vietnamese_2.8	Vietnamese
obj	-10.00141	any	-0.39069	2198732	any	Gothic_2.8	Gothic
nsubj	1.34996	any	0.09365	2198732	any	Gothic_2.8	Gothic
obj	10.09073	any	0.1196	2551660	any	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	5.95883	any	-2.11605	2551660	any	Komi_Zyrian_2.8	Komi_Zyrian
obj	10.01557	any	2.2036	344956	any	Japanese_2.8	Japanese
nsubj	2.62836	any	3.75404	344956	any	Japanese_2.8	Japanese
obj	9.96373	any	0.35269	4508414	any	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	5.72942	any	-1.24169	4508414	any	Komi_Zyrian_2.8	Komi_Zyrian
obj	10.02101	any	-0.77704	9477584	any	Croatian_2.8	Croatian
nsubj	-5.8908	any	1.34604	9477584	any	Croatian_2.8	Croatian
obj	10.0115	any	1.57905	2613899	any	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	6.29143	any	-1.94195	2613899	any	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	-10.00503	any	-0.06811	862219	any	Ancient_Greek_2.8	Ancient_Greek
nsubj	0.97838	any	0.23474	862219	any	Ancient_Greek_2.8	Ancient_Greek
obj	9.9797	any	0.91004	4945310	any	Cantonese_2.8	Cantonese
nsubj	-4.9234	any	-1.30178	4945310	any	Cantonese_2.8	Cantonese
obj	10.00887	any	0.16665	9538166	any	Old_French_2.8	Old_French
nsubj	-0.35302	any	0.02905	9538166	any	Old_French_2.8	Old_French
obj	-10.04446	any	0.10039	2677805	any	Ukrainian_2.8	Ukrainian
nsubj	5.17831	any	-1.72057	2677805	any	Ukrainian_2.8	Ukrainian
obj	9.90473	any	-1.2683	7227986	any	Swedish_2.8	Swedish
nsubj	-6.50876	any	0.5293	7227986	any	Swedish_2.8	Swedish
obj	9.99368	any	1.04719	4427470	any	Amharic_2.8	Amharic
nsubj	-3.4487	any	-1.27781	4427470	any	Amharic_2.8	Amharic
obj	-9.9978	any	-1.11768	6765593	any	Greek_2.8	Greek
nsubj	5.53491	any	1.53892	6765593	any	Greek_2.8	Greek
obj	9.94226	any	0.70331	3478716	any	Slovak_2.8	Slovak
nsubj	-5.36661	any	-2.0765	3478716	any	Slovak_2.8	Slovak
obj	-10.00592	any	0.05345	2923666	any	Catalan_2.8	Catalan
nsubj	5.97706	any	1.85156	2923666	any	Catalan_2.8	Catalan
obj	10.00555	any	0.66491	706183	any	Cantonese_2.8	Cantonese
nsubj	-5.57541	any	-0.57702	706183	any	Cantonese_2.8	Cantonese
obj	-10.04505	any	-0.30994	7076999	any	Catalan_2.8	Catalan
nsubj	5.54402	any	1.76179	7076999	any	Catalan_2.8	Catalan
obj	-10.00194	any	0.24276	2062628	any	Turkish_2.8	Turkish
nsubj	1.64719	any	-0.56478	2062628	any	Turkish_2.8	Turkish
obj	9.98997	any	3.88955	1122669	any	Hindi_2.8	Hindi
nsubj	-5.88675	any	1.6571	1122669	any	Hindi_2.8	Hindi
obj	-10.00371	any	0.04421	7585482	any	Swedish_2.8	Swedish
nsubj	2.25588	any	-1.34096	7585482	any	Swedish_2.8	Swedish
obj	10.02919	any	0.57751	3710149	any	Bulgarian_2.8	Bulgarian
nsubj	6.49373	any	-2.13254	3710149	any	Bulgarian_2.8	Bulgarian
obj	-9.99948	any	0.28355	5554107	any	Uyghur_2.8	Uyghur
nsubj	2.2286	any	-0.88577	5554107	any	Uyghur_2.8	Uyghur
obj	-9.99869	any	-0.56554	4674309	any	Irish_2.8	Irish
nsubj	-0.83753	any	-1.17693	4674309	any	Irish_2.8	Irish
obj	-9.99668	any	0.06433	5178321	any	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	-5.75437	any	-1.04632	5178321	any	Mbya_Guarani_2.8	Mbya_Guarani
obj	-10.02966	any	0.07368	6315640	any	Croatian_2.8	Croatian
nsubj	5.70903	any	-0.48276	6315640	any	Croatian_2.8	Croatian
obj	10.02603	any	0.11868	3243014	any	Armenian_2.8	Armenian
nsubj	4.81964	any	-1.51184	3243014	any	Armenian_2.8	Armenian
obj	9.97819	any	-1.47178	8534994	any	Slovak_2.8	Slovak
nsubj	-5.90276	any	1.57045	8534994	any	Slovak_2.8	Slovak
obj	-10.00571	any	-1.45268	7350410	any	Estonian_2.8	Estonian
nsubj	5.42517	any	0.98213	7350410	any	Estonian_2.8	Estonian
obj	-9.96363	any	-0.1055	169128	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
nsubj	-4.845	any	-1.03201	169128	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
obj	-10.04113	any	-2.89008	7697219	any	Bambara_2.8	Bambara
nsubj	5.97251	any	-2.08095	7697219	any	Bambara_2.8	Bambara
obj	-10.00233	any	-0.31228	4603797	any	Erzya_2.8	Erzya
nsubj	1.83987	any	-1.12199	4603797	any	Erzya_2.8	Erzya
obj	10.00592	any	2.01269	7168972	any	Urdu_2.8	Urdu
nsubj	-2.08879	any	0.26914	7168972	any	Urdu_2.8	Urdu
obj	10.00528	any	-0.24576	3724178	any	Danish_2.8	Danish
nsubj	-6.2762	any	0.04921	3724178	any	Danish_2.8	Danish
obj	10.0189	any	-1.0097	7358335	any	Indonesian_2.8	Indonesian
nsubj	-6.25293	any	-0.53832	7358335	any	Indonesian_2.8	Indonesian
obj	10.03556	any	-1.82649	1814641	any	Akkadian_2.8	Akkadian
nsubj	4.33241	any	0.41989	1814641	any	Akkadian_2.8	Akkadian
obj	-9.96054	any	-0.66814	7476191	any	Buryat_2.8	Buryat
nsubj	5.68461	any	2.11754	7476191	any	Buryat_2.8	Buryat
obj	10.03513	any	1.6206	4576963	any	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-6.202	any	1.30408	4576963	any	Upper_Sorbian_2.8	Upper_Sorbian
obj	10.03026	any	1.86324	6732925	any	Greek_2.8	Greek
nsubj	6.11209	any	-1.11703	6732925	any	Greek_2.8	Greek
obj	-10.00873	any	0.04815	8245719	any	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	6.36898	any	1.01955	8245719	any	Upper_Sorbian_2.8	Upper_Sorbian
obj	10.02391	any	2.6923	1666845	any	Dutch_2.8	Dutch
nsubj	6.43686	any	-0.47741	1666845	any	Dutch_2.8	Dutch
obj	-9.99382	any	0.36634	5102331	any	Vietnamese_2.8	Vietnamese
nsubj	2.13627	any	-0.97272	5102331	any	Vietnamese_2.8	Vietnamese
obj	10.00167	any	0.84754	7653186	any	Japanese_2.8	Japanese
nsubj	0.36336	any	1.34907	7653186	any	Japanese_2.8	Japanese
obj	-9.97429	any	-0.33466	6131845	any	Portuguese_2.8	Portuguese
nsubj	6.25802	any	1.51791	6131845	any	Portuguese_2.8	Portuguese
obj	-9.97541	any	-0.09529	2583346	any	Indonesian_2.8	Indonesian
nsubj	5.93242	any	0.05516	2583346	any	Indonesian_2.8	Indonesian
obj	10.00141	any	-1.20317	8768721	any	North_Sami_2.8	North_Sami
nsubj	-6.75141	any	1.55297	8768721	any	North_Sami_2.8	North_Sami
obj	9.99748	any	0.49732	5960104	any	Old_French_2.8	Old_French
nsubj	-0.87124	any	-0.13535	5960104	any	Old_French_2.8	Old_French
obj	-10.00911	any	-0.23433	24958	any	Finnish_2.8	Finnish
nsubj	2.12808	any	-0.44534	24958	any	Finnish_2.8	Finnish
obj	-9.97406	any	3.1524	1129087	any	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-5.67184	any	-0.62547	1129087	any	Upper_Sorbian_2.8	Upper_Sorbian
obj	10.03101	any	0.78428	7950289	any	Breton_2.8	Breton
nsubj	-5.78337	any	-0.05836	7950289	any	Breton_2.8	Breton
obj	10.01038	any	0.23008	4449567	any	Cantonese_2.8	Cantonese
nsubj	-1.74552	any	-1.09184	4449567	any	Cantonese_2.8	Cantonese
obj	10.02076	any	0.00468	6305811	any	Chinese_2.8	Chinese
nsubj	-5.71262	any	-1.06689	6305811	any	Chinese_2.8	Chinese
obj	-9.98166	any	-0.99768	8648440	any	Icelandic_2.8	Icelandic
nsubj	6.03238	any	-2.6667	8648440	any	Icelandic_2.8	Icelandic
obj	10.00014	any	-0.30751	5174713	any	Manx_2.8	Manx
nsubj	-4.04648	any	-2.26399	5174713	any	Manx_2.8	Manx
obj	-10.00656	any	1.62235	4989845	any	Hebrew_2.8	Hebrew
nsubj	-5.54991	any	-1.64688	4989845	any	Hebrew_2.8	Hebrew
obj	-10.0496	any	-1.75648	5704312	any	Akkadian_2.8	Akkadian
nsubj	-4.64707	any	1.06646	5704312	any	Akkadian_2.8	Akkadian
obj	-10.03531	any	0.12849	8381694	any	Norwegian_2.8	Norwegian
nsubj	5.81124	any	0.64288	8381694	any	Norwegian_2.8	Norwegian
obj	10.00196	any	-0.73201	2994556	any	Bambara_2.8	Bambara
nsubj	1.4443	any	-2.26914	2994556	any	Bambara_2.8	Bambara
obj	10.00647	any	0.11257	7006302	any	Romanian_2.8	Romanian
nsubj	-0.87799	any	-0.21502	7006302	any	Romanian_2.8	Romanian
obj	-9.9767	any	0.94142	6557037	any	Amharic_2.8	Amharic
nsubj	6.70501	any	-1.54903	6557037	any	Amharic_2.8	Amharic
obj	-9.99603	any	1.19195	275595	any	Slovenian_2.8	Slovenian
nsubj	-5.20457	any	-0.70872	275595	any	Slovenian_2.8	Slovenian
obj	-10.02385	any	1.59884	8377366	any	Hebrew_2.8	Hebrew
nsubj	-5.44131	any	-1.3221	8377366	any	Hebrew_2.8	Hebrew
obj	9.97924	any	-2.13337	1679189	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
nsubj	5.33889	any	0.24881	1679189	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
obj	-10.00272	any	0.22715	3563780	any	Catalan_2.8	Catalan
nsubj	2.55543	any	-0.14463	3563780	any	Catalan_2.8	Catalan
obj	-10.00553	any	4.4957	8622308	any	Urdu_2.8	Urdu
nsubj	5.40714	any	0.87336	8622308	any	Urdu_2.8	Urdu
obj	-9.89377	any	-2.21032	8781095	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	5.85175	any	2.91162	8781095	any	Classical_Chinese_2.8	Classical_Chinese
obj	10.02952	any	0.71541	5183921	any	Korean_2.8	Korean
nsubj	4.99815	any	0.80344	5183921	any	Korean_2.8	Korean
obj	-9.99873	any	-0.54505	6888005	any	Gothic_2.8	Gothic
nsubj	0.33878	any	0.28517	6888005	any	Gothic_2.8	Gothic
obj	-10.01456	any	0.93124	7365561	any	Galician_2.8	Galician
nsubj	5.54502	any	1.06002	7365561	any	Galician_2.8	Galician
obj	10.08984	any	1.24176	9293324	any	Ukrainian_2.8	Ukrainian
nsubj	5.51434	any	-1.75373	9293324	any	Ukrainian_2.8	Ukrainian
obj	-9.92787	any	-1.15796	8434080	any	Hungarian_2.8	Hungarian
nsubj	5.94797	any	1.58817	8434080	any	Hungarian_2.8	Hungarian
obj	-9.99403	any	2.05649	5650258	any	Slovak_2.8	Slovak
nsubj	-5.67207	any	-0.65687	5650258	any	Slovak_2.8	Slovak
obj	-9.99993	any	-0.14889	4991456	any	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	1.80213	any	-1.70454	4991456	any	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	10.07628	any	1.77612	645921	any	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	5.62257	any	-1.25034	645921	any	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	10.04028	any	-0.47192	3340806	any	Indonesian_2.8	Indonesian
nsubj	-5.86204	any	-0.06429	3340806	any	Indonesian_2.8	Indonesian
obj	-10.03947	any	-0.61473	3792358	any	Greek_2.8	Greek
nsubj	5.90315	any	1.16025	3792358	any	Greek_2.8	Greek
obj	10.00202	any	-0.32019	5006805	any	Erzya_2.8	Erzya
nsubj	2.44341	any	-1.48722	5006805	any	Erzya_2.8	Erzya
obj	9.99995	any	-0.02479	5577646	any	Ukrainian_2.8	Ukrainian
nsubj	0.10316	any	-1.21563	5577646	any	Ukrainian_2.8	Ukrainian
obj	-9.9631	any	-0.55759	4161318	any	Indonesian_2.8	Indonesian
nsubj	6.30785	any	0.56735	4161318	any	Indonesian_2.8	Indonesian
obj	-10.00045	any	0.85363	5834426	any	Japanese_2.8	Japanese
nsubj	-0.3131	any	1.30525	5834426	any	Japanese_2.8	Japanese
obj	-10.00036	any	1.00543	6082111	any	Danish_2.8	Danish
nsubj	1.87101	any	-1.23988	6082111	any	Danish_2.8	Danish
obj	-10.00869	any	0.60242	7012270	any	Basque_2.8	Basque
nsubj	0.052	any	-0.57287	7012270	any	Basque_2.8	Basque
obj	-9.97703	any	-1.98562	2192130	any	Kiche_2.8	Kiche
nsubj	-6.28406	any	1.27843	2192130	any	Kiche_2.8	Kiche
obj	9.96942	any	0.61187	3750152	any	Korean_2.8	Korean
nsubj	5.4753	any	0.705	3750152	any	Korean_2.8	Korean
obj	10.01474	any	0.67957	3746529	any	Latin_2.8	Latin
nsubj	5.33349	any	-0.37548	3746529	any	Latin_2.8	Latin
obj	10.00235	any	0.48308	3086903	any	Greek_2.8	Greek
nsubj	-1.66441	any	-0.25277	3086903	any	Greek_2.8	Greek
obj	10.04287	any	1.60812	6576609	any	Czech_2.8	Czech
nsubj	-5.19938	any	0.11257	6576609	any	Czech_2.8	Czech
obj	-9.99053	any	0.9237	8378526	any	Western_Armenian_2.8	Western_Armenian
nsubj	-5.47739	any	-0.89247	8378526	any	Western_Armenian_2.8	Western_Armenian
obj	9.99216	any	3.79936	4234681	any	Hindi_2.8	Hindi
nsubj	5.5737	any	-0.34314	4234681	any	Hindi_2.8	Hindi
obj	-10.01934	any	2.15143	673968	any	Faroese_2.8	Faroese
nsubj	-6.21639	any	-0.05705	673968	any	Faroese_2.8	Faroese
obj	-9.99903	any	0.15033	9167179	any	Ancient_Greek_2.8	Ancient_Greek
nsubj	0.62167	any	0.15671	9167179	any	Ancient_Greek_2.8	Ancient_Greek
obj	9.98278	any	0.24893	5182377	any	Dutch_2.8	Dutch
nsubj	-5.99861	any	1.77501	5182377	any	Dutch_2.8	Dutch
obj	10.01745	any	-2.32217	1337299	any	Russian_2.8	Russian
nsubj	-4.94666	any	0.60598	1337299	any	Russian_2.8	Russian
obj	9.98301	any	-0.49677	5353913	any	Buryat_2.8	Buryat
nsubj	-5.9278	any	1.67432	5353913	any	Buryat_2.8	Buryat
obj	10.06515	any	0.99616	5063526	any	Faroese_2.8	Faroese
nsubj	5.85434	any	-1.59229	5063526	any	Faroese_2.8	Faroese
obj	10.00208	any	-0.46191	2749503	any	Gothic_2.8	Gothic
nsubj	0.34901	any	0.40596	2749503	any	Gothic_2.8	Gothic
obj	-9.96299	any	-0.92943	1707797	any	Gothic_2.8	Gothic
nsubj	-5.52468	any	0.61001	1707797	any	Gothic_2.8	Gothic
obj	10.06841	any	-1.64866	2320876	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	-5.80451	any	2.59526	2320876	any	Classical_Chinese_2.8	Classical_Chinese
obj	-10.13824	any	-1.62597	9103015	any	North_Sami_2.8	North_Sami
nsubj	7.26128	any	0.63765	9103015	any	North_Sami_2.8	North_Sami
obj	-9.9552	any	1.3739	2475727	any	Uyghur_2.8	Uyghur
nsubj	6.36817	any	0.89076	2475727	any	Uyghur_2.8	Uyghur
obj	-9.99551	any	-1.58829	7336269	any	Coptic_2.8	Coptic
nsubj	5.64155	any	-0.63194	7336269	any	Coptic_2.8	Coptic
obj	9.96446	any	-0.86696	8830394	any	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	-4.93829	any	1.51854	8830394	any	Old_East_Slavic_2.8	Old_East_Slavic
obj	9.99861	any	3.73094	9024319	any	Kurmanji_2.8	Kurmanji
nsubj	5.69017	any	0.44532	9024319	any	Kurmanji_2.8	Kurmanji
obj	-10.00229	any	0.65805	9840440	any	Italian_2.8	Italian
nsubj	-0.52126	any	0.31976	9840440	any	Italian_2.8	Italian
obj	-10.01312	any	-2.01835	3321573	any	Welsh_2.8	Welsh
nsubj	5.26264	any	1.14068	3321573	any	Welsh_2.8	Welsh
obj	9.99971	any	0.57675	8907505	any	French_2.8	French
nsubj	-2.21507	any	-0.41278	8907505	any	French_2.8	French
obj	10.01071	any	1.70316	7495283	any	Persian_2.8	Persian
nsubj	-4.83988	any	-0.86376	7495283	any	Persian_2.8	Persian
obj	10.00929	any	0.65919	4110053	any	Manx_2.8	Manx
nsubj	-7.05787	any	-1.46056	4110053	any	Manx_2.8	Manx
obj	9.99733	any	0.76896	1931383	any	Afrikaans_2.8	Afrikaans
nsubj	-5.83637	any	1.45934	1931383	any	Afrikaans_2.8	Afrikaans
obj	-10.02485	any	0.22019	3890012	any	Dutch_2.8	Dutch
nsubj	6.36302	any	1.14714	3890012	any	Dutch_2.8	Dutch
obj	-9.96513	any	0.05727	6889843	any	Old_French_2.8	Old_French
