"Language" "FileName" "CoarseDependency.x" "DH_Weight.x" "DistanceWeight.x" "Language_.x" "CoarseDependency.y" "DH_Weight.y" "DistanceWeight.y" "Language_.y" "OFartherThanS" "OSSameSide" "Order" "Family"
"164" "Buryat_2.6" 8895524 "obj" -4.2987 0.9231 "Buryat" "nsubj" -5.59287 4.54302 "Buryat" FALSE TRUE "SOV" "Mongolic"
"165" "Buryat_2.6" 9369277 "obj" -5.20176 1.46865 "Buryat" "nsubj" 4.81226 1.64735 "Buryat" FALSE FALSE "SVO" "Mongolic"
"166" "Cantonese_2.6" 1213646 "obj" 0.09446 1.0302 "Cantonese" "nsubj" -0.03889 0.19488 "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"167" "Cantonese_2.6" 1281285 "obj" -4.98375 1.71653 "Cantonese" "nsubj" 2.2615 1.11343 "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"168" "Cantonese_2.6" 1529086 "obj" 0.55228 0.88365 "Cantonese" "nsubj" 0.00428 0.36943 "Cantonese" TRUE TRUE "VSO" "Sino-Tibetan"
"169" "Cantonese_2.6" 3390032 "obj" -0.04209 0.65053 "Cantonese" "nsubj" 0.01396 0.13591 "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"170" "Cantonese_2.6" 4262751 "obj" 0.12814 0.72459 "Cantonese" "nsubj" -0.08758 0.2948 "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"171" "Cantonese_2.6" 4348759 "obj" -5.46678 0.73634 "Cantonese" "nsubj" 2.41697 0.83973 "Cantonese" FALSE FALSE "SVO" "Sino-Tibetan"
"172" "Cantonese_2.6" 5304405 "obj" 0.25313 0.83301 "Cantonese" "nsubj" 0.04553 0.33017 "Cantonese" TRUE TRUE "VSO" "Sino-Tibetan"
"173" "Cantonese_2.6" 6515721 "obj" 5.44777 1.59035 "Cantonese" "nsubj" -2.4988 1.08568 "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"174" "Cantonese_2.6" 6625798 "obj" -4.88996 1.35895 "Cantonese" "nsubj" 2.76146 0.02864 "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"175" "Cantonese_2.6" 7117813 "obj" -4.75625 1.14113 "Cantonese" "nsubj" -0.54117 0.90248 "Cantonese" TRUE TRUE "VSO" "Sino-Tibetan"
"176" "Cantonese_2.6" 7724706 "obj" -0.64975 0.76804 "Cantonese" "nsubj" -0.05711 0.35075 "Cantonese" TRUE TRUE "VSO" "Sino-Tibetan"
"177" "Cantonese_2.6" 8022748 "obj" -5.05674 1.48522 "Cantonese" "nsubj" 2.66884 1.24824 "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"178" "Cantonese_2.6" 8056610 "obj" 5.33412 1.27393 "Cantonese" "nsubj" -2.41004 1.02074 "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"179" "Cantonese_2.6" 8691662 "obj" -5.00361 -0.23838 "Cantonese" "nsubj" 1.60273 1.37776 "Cantonese" FALSE FALSE "SVO" "Sino-Tibetan"
"180" "Cantonese_2.6" 9287693 "obj" 2.80011 0.74337 "Cantonese" "nsubj" -1.42358 0.8129 "Cantonese" FALSE FALSE "SVO" "Sino-Tibetan"
"181" "Catalan_2.6" 2299315 "obj" 5.54151 3.02423 "Catalan" "nsubj" 4.32994 -0.07975 "Catalan" TRUE TRUE "VSO" "Latin_Romance"
"182" "Catalan_2.6" 277034 "obj" -6.02662 2.6947 "Catalan" "nsubj" 4.99378 1.40883 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"183" "Catalan_2.6" 3079496 "obj" -1.11096 1.6872 "Catalan" "nsubj" 0.08593 0.05514 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"184" "Catalan_2.6" 4220722 "obj" 0.86623 1.85977 "Catalan" "nsubj" -0.09775 0.14998 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"185" "Catalan_2.6" 4822762 "obj" -5.80249 2.09925 "Catalan" "nsubj" 4.61485 1.70469 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"186" "Catalan_2.6" 6150141 "obj" 0.22321 1.88948 "Catalan" "nsubj" 0.05818 0.06969 "Catalan" TRUE TRUE "VSO" "Latin_Romance"
"187" "Catalan_2.6" 6239683 "obj" 0.16969 1.93653 "Catalan" "nsubj" 0.569 0.25182 "Catalan" TRUE TRUE "VSO" "Latin_Romance"
"188" "Catalan_2.6" 6338998 "obj" 6.0003 2.47955 "Catalan" "nsubj" -4.99835 1.95879 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"189" "Catalan_2.6" 6557550 "obj" -5.38273 2.152 "Catalan" "nsubj" 4.7488 1.11016 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"190" "Catalan_2.6" 6950230 "obj" 0.22063 1.71583 "Catalan" "nsubj" 0.57976 0.00111 "Catalan" TRUE TRUE "VSO" "Latin_Romance"
"191" "Catalan_2.6" 7744897 "obj" 5.87506 2.80974 "Catalan" "nsubj" -4.45497 1.3939 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"192" "Catalan_2.6" 8262905 "obj" 5.92305 2.69096 "Catalan" "nsubj" 3.41325 -0.7175 "Catalan" TRUE TRUE "VSO" "Latin_Romance"
"193" "Catalan_2.6" 9273985 "obj" -6.13055 2.04125 "Catalan" "nsubj" -4.63099 -0.01193 "Catalan" TRUE TRUE "VSO" "Latin_Romance"
"194" "Catalan_2.6" 9538597 "obj" -5.78818 2.28447 "Catalan" "nsubj" 5.00447 0.22191 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"195" "Catalan_2.6" 9671578 "obj" 5.63276 2.76048 "Catalan" "nsubj" -4.86596 0.83579 "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"196" "Chinese_2.6" 2292461 "obj" 0.19085 1.04614 "Chinese" "nsubj" -0.38256 -0.39773 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"197" "Chinese_2.6" 2703676 "obj" -5.61107 -0.35598 "Chinese" "nsubj" 4.83377 -0.35313 "Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"198" "Chinese_2.6" 3123 "obj" 5.41838 0.46963 "Chinese" "nsubj" -3.90034 0.58851 "Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"199" "Chinese_2.6" 3379363 "obj" -5.00785 0.25064 "Chinese" "nsubj" 5.16822 -0.00813 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"200" "Chinese_2.6" 4197895 "obj" 0.47723 1.12815 "Chinese" "nsubj" -0.0728 -0.3428 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"201" "Chinese_2.6" 5896645 "obj" -4.85464 1.61974 "Chinese" "nsubj" -4.29264 -1.10033 "Chinese" TRUE TRUE "VSO" "Sino-Tibetan"
"202" "Chinese_2.6" 6301601 "obj" -5.28469 0.71562 "Chinese" "nsubj" 4.8725 0.1628 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"203" "Chinese_2.6" 6331804 "obj" -0.02653 1.22444 "Chinese" "nsubj" 0.18987 -0.69439 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"204" "Chinese_2.6" 6351491 "obj" 0.55021 1.06975 "Chinese" "nsubj" -0.40209 -0.64875 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"205" "Chinese_2.6" 6450548 "obj" 0.4107 0.97017 "Chinese" "nsubj" 0.31426 -0.3448 "Chinese" TRUE TRUE "VSO" "Sino-Tibetan"
"206" "Chinese_2.6" 6552349 "obj" 5.68022 1.13575 "Chinese" "nsubj" -4.44904 0.24259 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"207" "Chinese_2.6" 6576592 "obj" 5.16123 0.61952 "Chinese" "nsubj" -4.19114 0.9321 "Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"208" "Chinese_2.6" 7286986 "obj" 3.94545 0.00336 "Chinese" "nsubj" -4.65036 0.37407 "Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"209" "Chinese_2.6" 7856557 "obj" -5.19841 1.23427 "Chinese" "nsubj" 4.41806 0.30893 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"210" "Chinese_2.6" 9434297 "obj" 0.37943 1.01076 "Chinese" "nsubj" -0.15537 -0.48464 "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"211" "Classical_Chinese_2.6" 1011402 "obj" -5.88679 -1.27496 "Classical_Chinese" "nsubj" 4.36121 2.90384 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"212" "Classical_Chinese_2.6" 1080097 "obj" -6.07112 -1.87863 "Classical_Chinese" "nsubj" 2.18256 1.69808 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"213" "Classical_Chinese_2.6" 1680655 "obj" -5.76142 -1.25748 "Classical_Chinese" "nsubj" -4.85108 1.05127 "Classical_Chinese" FALSE TRUE "SOV" "Sino-Tibetan"
"214" "Classical_Chinese_2.6" 2213002 "obj" -4.71418 -1.48634 "Classical_Chinese" "nsubj" 5.09071 1.16422 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"215" "Classical_Chinese_2.6" 2227515 "obj" 6.09436 -0.65687 "Classical_Chinese" "nsubj" -2.72574 1.2662 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"216" "Classical_Chinese_2.6" 2771179 "obj" -5.28802 -1.87968 "Classical_Chinese" "nsubj" 4.69573 0.52206 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"217" "Classical_Chinese_2.6" 2794372 "obj" 0.19244 -0.23098 "Classical_Chinese" "nsubj" -0.48454 0.64492 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"218" "Classical_Chinese_2.6" 3035972 "obj" 5.39525 -1.30019 "Classical_Chinese" "nsubj" 5.35392 2.28749 "Classical_Chinese" FALSE TRUE "SOV" "Sino-Tibetan"
"219" "Classical_Chinese_2.6" 5558235 "obj" -5.20013 -0.77136 "Classical_Chinese" "nsubj" -5.11048 0.74465 "Classical_Chinese" FALSE TRUE "SOV" "Sino-Tibetan"
"220" "Classical_Chinese_2.6" 6010494 "obj" 1.12985 -0.27605 "Classical_Chinese" "nsubj" -1.01837 0.72867 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"221" "Classical_Chinese_2.6" 6174760 "obj" 5.4547 -0.80949 "Classical_Chinese" "nsubj" 5.58704 3.2755 "Classical_Chinese" FALSE TRUE "SOV" "Sino-Tibetan"
"222" "Classical_Chinese_2.6" 7656639 "obj" -0.92503 -0.41497 "Classical_Chinese" "nsubj" 0.89568 0.84701 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"223" "Classical_Chinese_2.6" 7960224 "obj" 1.22191 -0.67219 "Classical_Chinese" "nsubj" -0.55767 0.93268 "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"224" "Classical_Chinese_2.6" 9116218 "obj" -5.31594 -0.23581 "Classical_Chinese" "nsubj" -5.22099 2.95987 "Classical_Chinese" FALSE TRUE "SOV" "Sino-Tibetan"
"225" "Classical_Chinese_2.6" 9430327 "obj" -5.47513 -0.52525 "Classical_Chinese" "nsubj" -5.63128 1.96594 "Classical_Chinese" FALSE TRUE "SOV" "Sino-Tibetan"
"226" "Coptic_2.6" 1414513 "obj" 0.03513 0.70165 "Coptic" "nsubj" 0.10974 -0.09256 "Coptic" TRUE TRUE "VSO" "Egyptian"
"227" "Coptic_2.6" 1832951 "obj" 3.77801 0.14637 "Coptic" "nsubj" -3.77713 0.30037 "Coptic" FALSE FALSE "SVO" "Egyptian"
"228" "Coptic_2.6" 2108543 "obj" -1.7719 1.11016 "Coptic" "nsubj" -3.36579 -0.55611 "Coptic" TRUE TRUE "VSO" "Egyptian"
"229" "Coptic_2.6" 2531829 "obj" -1.98926 0.90415 "Coptic" "nsubj" 1.88236 -1.02107 "Coptic" TRUE FALSE "SVO" "Egyptian"
"230" "Coptic_2.6" 3205695 "obj" 1.47497 0.23144 "Coptic" "nsubj" 2.418 -0.72788 "Coptic" TRUE TRUE "VSO" "Egyptian"
"231" "Coptic_2.6" 4465856 "obj" -3.78638 0.25485 "Coptic" "nsubj" -3.13602 -0.96901 "Coptic" TRUE TRUE "VSO" "Egyptian"
"232" "Coptic_2.6" 4854007 "obj" -4.39277 0.00166 "Coptic" "nsubj" -1.2103 -0.44541 "Coptic" TRUE TRUE "VSO" "Egyptian"
"233" "Coptic_2.6" 563189 "obj" 3.80272 0.81939 "Coptic" "nsubj" -2.72973 0.02831 "Coptic" TRUE FALSE "SVO" "Egyptian"
"234" "Coptic_2.6" 6437478 "obj" -0.34665 0.81965 "Coptic" "nsubj" 0.0252 -0.02218 "Coptic" TRUE FALSE "SVO" "Egyptian"
"235" "Coptic_2.6" 6725358 "obj" -3.56125 0.5675 "Coptic" "nsubj" 3.5807 -0.73818 "Coptic" TRUE FALSE "SVO" "Egyptian"
"236" "Coptic_2.6" 6839157 "obj" -0.06557 0.78664 "Coptic" "nsubj" -0.11369 -0.034 "Coptic" TRUE TRUE "VSO" "Egyptian"
"237" "Coptic_2.6" 7665606 "obj" -1.87057 1.01199 "Coptic" "nsubj" 0.78376 -1.06386 "Coptic" TRUE FALSE "SVO" "Egyptian"
"238" "Coptic_2.6" 849303 "obj" 0.02095 0.91763 "Coptic" "nsubj" -0.23384 0.096 "Coptic" TRUE FALSE "SVO" "Egyptian"
"239" "Coptic_2.6" 9146954 "obj" -3.76777 1.05586 "Coptic" "nsubj" -1.52089 -0.51151 "Coptic" TRUE TRUE "VSO" "Egyptian"
"240" "Coptic_2.6" 9205496 "obj" 3.2983 0.51293 "Coptic" "nsubj" -3.07088 -0.20472 "Coptic" TRUE FALSE "SVO" "Egyptian"
"241" "Croatian_2.6" 1233639 "obj" -0.06918 0.84488 "Croatian" "nsubj" -0.41672 0.07929 "Croatian" TRUE TRUE "VSO" "Slavic"
"242" "Croatian_2.6" 3748481 "obj" 0.02235 0.9663 "Croatian" "nsubj" -0.1234 -0.04745 "Croatian" TRUE FALSE "SVO" "Slavic"
"243" "Croatian_2.6" 418834 "obj" 0.1515 0.66687 "Croatian" "nsubj" 0.0774 -0.04737 "Croatian" TRUE TRUE "VSO" "Slavic"
"244" "Croatian_2.6" 4590313 "obj" 0.0874 0.65502 "Croatian" "nsubj" 0.36495 -0.07112 "Croatian" TRUE TRUE "VSO" "Slavic"
"245" "Croatian_2.6" 5914949 "obj" 5.42875 0.51839 "Croatian" "nsubj" -3.96086 0.30039 "Croatian" TRUE FALSE "SVO" "Slavic"
"246" "Croatian_2.6" 6070704 "obj" 5.33689 -0.26902 "Croatian" "nsubj" -4.43628 0.78446 "Croatian" FALSE FALSE "SVO" "Slavic"
"247" "Croatian_2.6" 6121553 "obj" -0.48923 0.57374 "Croatian" "nsubj" -0.12982 0.01385 "Croatian" TRUE TRUE "VSO" "Slavic"
"248" "Croatian_2.6" 6488703 "obj" 4.37463 1.20881 "Croatian" "nsubj" 4.79221 -0.66799 "Croatian" TRUE TRUE "VSO" "Slavic"
"249" "Croatian_2.6" 6563849 "obj" 4.5505 2.24369 "Croatian" "nsubj" 5.34804 0.33158 "Croatian" TRUE TRUE "VSO" "Slavic"
"250" "Croatian_2.6" 7700222 "obj" -5.54381 0.02995 "Croatian" "nsubj" 4.68012 0.3602 "Croatian" FALSE FALSE "SVO" "Slavic"
"251" "Croatian_2.6" 852059 "obj" 5.1146 -0.00439 "Croatian" "nsubj" -4.30382 0.38166 "Croatian" FALSE FALSE "SVO" "Slavic"
"252" "Croatian_2.6" 859022 "obj" 0.47211 0.56061 "Croatian" "nsubj" -0.49019 -0.14253 "Croatian" TRUE FALSE "SVO" "Slavic"
"253" "Croatian_2.6" 8609993 "obj" -4.88502 0.51015 "Croatian" "nsubj" -5.18115 0.88945 "Croatian" FALSE TRUE "SOV" "Slavic"
"254" "Croatian_2.6" 8729835 "obj" 4.88085 1.01386 "Croatian" "nsubj" 4.7883 -0.45052 "Croatian" TRUE TRUE "VSO" "Slavic"
"255" "Croatian_2.6" 8955051 "obj" 5.10134 0.90536 "Croatian" "nsubj" 4.34727 -1.17365 "Croatian" TRUE TRUE "VSO" "Slavic"
"256" "Czech_2.6" 1388795 "obj" 0.10469 0.61842 "Czech" "nsubj" 0.12247 -0.09125 "Czech" TRUE TRUE "VSO" "Slavic"
"257" "Czech_2.6" 3180584 "obj" -0.33323 0.76314 "Czech" "nsubj" 0.06154 -0.00874 "Czech" TRUE FALSE "SVO" "Slavic"
"258" "Czech_2.6" 3880039 "obj" 5.10078 1.60804 "Czech" "nsubj" 5.12308 -0.95409 "Czech" TRUE TRUE "VSO" "Slavic"
"259" "Czech_2.6" 399948 "obj" -4.88031 2.21074 "Czech" "nsubj" -4.87936 -0.04232 "Czech" TRUE TRUE "VSO" "Slavic"
"260" "Czech_2.6" 4510530 "obj" 0.20457 0.49516 "Czech" "nsubj" 0.62112 -0.04957 "Czech" TRUE TRUE "VSO" "Slavic"
"261" "Czech_2.6" 4843784 "obj" -4.7128 1.86992 "Czech" "nsubj" -4.86487 -0.74229 "Czech" TRUE TRUE "VSO" "Slavic"
"262" "Czech_2.6" 5452172 "obj" -3.78878 2.95305 "Czech" "nsubj" -4.16905 -0.95948 "Czech" TRUE TRUE "VSO" "Slavic"
"263" "Czech_2.6" 6067363 "obj" -3.63632 3.14622 "Czech" "nsubj" -4.12109 -0.33557 "Czech" TRUE TRUE "VSO" "Slavic"
"264" "Czech_2.6" 6233296 "obj" 0.58193 0.55931 "Czech" "nsubj" 0.17431 0.07435 "Czech" TRUE TRUE "VSO" "Slavic"
"265" "Czech_2.6" 6527927 "obj" -4.46225 2.27057 "Czech" "nsubj" -5.28916 -0.30424 "Czech" TRUE TRUE "VSO" "Slavic"
"266" "Czech_2.6" 7339745 "obj" -5.0996 2.12035 "Czech" "nsubj" -3.95148 -0.1701 "Czech" TRUE TRUE "VSO" "Slavic"
"267" "Czech_2.6" 7519252 "obj" -5.09873 1.75386 "Czech" "nsubj" -4.73089 -1.13246 "Czech" TRUE TRUE "VSO" "Slavic"
"268" "Czech_2.6" 7697682 "obj" 0.52229 0.59095 "Czech" "nsubj" -0.17458 -0.07884 "Czech" TRUE FALSE "SVO" "Slavic"
"269" "Czech_2.6" 7822058 "obj" 5.38917 2.51217 "Czech" "nsubj" 4.77284 -0.89145 "Czech" TRUE TRUE "VSO" "Slavic"
"270" "Czech_2.6" 9181198 "obj" 4.60694 1.95465 "Czech" "nsubj" 4.80802 0.02667 "Czech" TRUE TRUE "VSO" "Slavic"
"271" "Danish_2.6" 2678257 "obj" -4.51958 1.10615 "Danish" "nsubj" 3.40317 -1.28091 "Danish" TRUE FALSE "SVO" "Germanic"
"272" "Danish_2.6" 3232917 "obj" 0.8935 0.47922 "Danish" "nsubj" -4.24491 -1.25543 "Danish" TRUE FALSE "SVO" "Germanic"
"273" "Danish_2.6" 4007949 "obj" -4.71107 1.7565 "Danish" "nsubj" -4.69537 -1.11775 "Danish" TRUE TRUE "VSO" "Germanic"
"274" "Danish_2.6" 4260485 "obj" 4.09885 0.57981 "Danish" "nsubj" -3.77762 -0.68265 "Danish" TRUE FALSE "SVO" "Germanic"
"275" "Danish_2.6" 4289269 "obj" 0.00416 1.0565 "Danish" "nsubj" 0.49996 -0.30635 "Danish" TRUE TRUE "VSO" "Germanic"
"276" "Danish_2.6" 4727959 "obj" -0.24316 1.22382 "Danish" "nsubj" -0.09849 -0.57454 "Danish" TRUE TRUE "VSO" "Germanic"
"277" "Danish_2.6" 5220362 "obj" -0.02628 1.23015 "Danish" "nsubj" -0.16497 -0.74204 "Danish" TRUE TRUE "VSO" "Germanic"
"278" "Danish_2.6" 5877930 "obj" -0.21605 1.21245 "Danish" "nsubj" 0.3938 -0.41836 "Danish" TRUE FALSE "SVO" "Germanic"
"279" "Danish_2.6" 6062493 "obj" -4.33618 1.17507 "Danish" "nsubj" -2.50752 -1.8569 "Danish" TRUE TRUE "VSO" "Germanic"
"280" "Danish_2.6" 7206511 "obj" -0.75473 1.06926 "Danish" "nsubj" -0.20557 -0.66802 "Danish" TRUE TRUE "VSO" "Germanic"
"281" "Danish_2.6" 7284831 "obj" -0.58851 0.93531 "Danish" "nsubj" 0.24734 -0.44069 "Danish" TRUE FALSE "SVO" "Germanic"
"282" "Danish_2.6" 756561 "obj" -4.49718 0.71054 "Danish" "nsubj" 4.5279 -0.4175 "Danish" TRUE FALSE "SVO" "Germanic"
"283" "Danish_2.6" 8055853 "obj" -5.19638 0.8378 "Danish" "nsubj" 4.70624 -0.26822 "Danish" TRUE FALSE "SVO" "Germanic"
"284" "Danish_2.6" 869722 "obj" 4.86041 0.5101 "Danish" "nsubj" -3.7833 0.18944 "Danish" TRUE FALSE "SVO" "Germanic"
"285" "Danish_2.6" 947071 "obj" -4.33589 0.73309 "Danish" "nsubj" 4.26777 -1.08697 "Danish" TRUE FALSE "SVO" "Germanic"
"286" "Dutch_2.6" 1091287 "obj" -3.37829 1.50124 "Dutch" "nsubj" 4.53166 1.15272 "Dutch" TRUE FALSE "SVO" "Germanic"
"287" "Dutch_2.6" 139446 "obj" -3.75424 0.95133 "Dutch" "nsubj" 2.15117 1.47711 "Dutch" FALSE FALSE "SVO" "Germanic"
"288" "Dutch_2.6" 1652533 "obj" -3.25661 1.14404 "Dutch" "nsubj" 4.55346 1.80932 "Dutch" FALSE FALSE "SVO" "Germanic"
"289" "Dutch_2.6" 3338075 "obj" 3.5292 1.61009 "Dutch" "nsubj" -4.44266 0.91101 "Dutch" TRUE FALSE "SVO" "Germanic"
"290" "Dutch_2.6" 3707892 "obj" -0.12734 0.8273 "Dutch" "nsubj" -0.37863 0.70657 "Dutch" TRUE TRUE "VSO" "Germanic"
"291" "Dutch_2.6" 5464923 "obj" -0.5667 1.019 "Dutch" "nsubj" -0.2801 0.69725 "Dutch" TRUE TRUE "VSO" "Germanic"
"292" "Dutch_2.6" 5763089 "obj" -0.41579 1.09151 "Dutch" "nsubj" 0.59748 0.37629 "Dutch" TRUE FALSE "SVO" "Germanic"
"293" "Dutch_2.6" 580179 "obj" -4.35454 0.46906 "Dutch" "nsubj" 3.29757 1.61347 "Dutch" FALSE FALSE "SVO" "Germanic"
"294" "Dutch_2.6" 6009083 "obj" -4.32648 1.95112 "Dutch" "nsubj" -4.39265 1.30298 "Dutch" TRUE TRUE "VSO" "Germanic"
"295" "Dutch_2.6" 6912040 "obj" -2.50071 1.39831 "Dutch" "nsubj" 4.57539 1.6025 "Dutch" FALSE FALSE "SVO" "Germanic"
"296" "Dutch_2.6" 7155693 "obj" -0.03199 1.09721 "Dutch" "nsubj" -0.0012 0.65246 "Dutch" TRUE TRUE "VSO" "Germanic"
"297" "Dutch_2.6" 7176922 "obj" -3.37917 1.1563 "Dutch" "nsubj" 5.25166 1.62041 "Dutch" FALSE FALSE "SVO" "Germanic"
"298" "Dutch_2.6" 7536727 "obj" 4.20424 1.22832 "Dutch" "nsubj" -4.30364 1.3028 "Dutch" FALSE FALSE "SVO" "Germanic"
"299" "Dutch_2.6" 8427943 "obj" 4.43385 1.38229 "Dutch" "nsubj" -4.57064 1.81489 "Dutch" FALSE FALSE "SVO" "Germanic"
"300" "Dutch_2.6" 8777524 "obj" -3.95959 1.8451 "Dutch" "nsubj" -4.61362 1.04684 "Dutch" TRUE TRUE "VSO" "Germanic"
"301" "English_2.6" 1212619 "obj" 4.80248 1.34237 "English" "nsubj" 2.44248 -0.01872 "English" TRUE TRUE "VSO" "Germanic"
"302" "English_2.6" 1570845 "obj" -4.44462 1.03278 "English" "nsubj" 3.68016 -0.04788 "English" TRUE FALSE "SVO" "Germanic"
"303" "English_2.6" 1891567 "obj" -4.39494 1.01887 "English" "nsubj" 3.77836 0.16405 "English" TRUE FALSE "SVO" "Germanic"
"304" "English_2.6" 3843116 "obj" 5.24076 1.81426 "English" "nsubj" 0.98258 -0.05269 "English" TRUE TRUE "VSO" "Germanic"
"305" "English_2.6" 4406419 "obj" 0.19691 1.10156 "English" "nsubj" -0.45513 0.06283 "English" TRUE FALSE "SVO" "Germanic"
"306" "English_2.6" 4474789 "obj" 0.53035 1.27857 "English" "nsubj" -0.06696 0.01092 "English" TRUE FALSE "SVO" "Germanic"
"307" "English_2.6" 4609373 "obj" -4.32836 1.90735 "English" "nsubj" -1.60889 -0.25 "English" TRUE TRUE "VSO" "Germanic"
"308" "English_2.6" 4849350 "obj" -4.87131 0.3402 "English" "nsubj" 3.54675 0.38818 "English" FALSE FALSE "SVO" "Germanic"
"309" "English_2.6" 5353684 "obj" -3.81916 0.76693 "English" "nsubj" 3.48129 0.71983 "English" TRUE FALSE "SVO" "Germanic"
"310" "English_2.6" 6065921 "obj" -4.9636 1.22011 "English" "nsubj" 3.68577 0.91533 "English" TRUE FALSE "SVO" "Germanic"
"311" "English_2.6" 61478 "obj" 4.06792 1.21287 "English" "nsubj" -2.3707 0.15332 "English" TRUE FALSE "SVO" "Germanic"
"312" "English_2.6" 6555155 "obj" -5.06076 0.81251 "English" "nsubj" 3.08663 1.16314 "English" FALSE FALSE "SVO" "Germanic"
"313" "English_2.6" 8309922 "obj" -0.26662 0.97635 "English" "nsubj" 0.08868 0.13783 "English" TRUE FALSE "SVO" "Germanic"
"314" "English_2.6" 8409907 "obj" -0.07082 1.08101 "English" "nsubj" -0.03257 0.21117 "English" TRUE TRUE "VSO" "Germanic"
"315" "English_2.6" 8852658 "obj" -4.13753 1.36824 "English" "nsubj" 2.71131 0.6844 "English" TRUE FALSE "SVO" "Germanic"
"316" "Erzya_2.6" 1870581 "obj" 1.23962 -0.59332 "Erzya" "nsubj" -4.52312 1.42382 "Erzya" FALSE FALSE "SVO" "Mordvin"
"317" "Erzya_2.6" 3501606 "obj" 0.28851 -0.26783 "Erzya" "nsubj" 0.05527 -8e-04 "Erzya" FALSE TRUE "SOV" "Mordvin"
"318" "Erzya_2.6" 4397543 "obj" -0.5838 0.08664 "Erzya" "nsubj" -0.40547 0.15468 "Erzya" FALSE TRUE "SOV" "Mordvin"
"319" "Erzya_2.6" 518586 "obj" -0.81941 0.03016 "Erzya" "nsubj" 5.51182 1.59378 "Erzya" FALSE FALSE "SVO" "Mordvin"
"320" "Erzya_2.6" 5366467 "obj" -3.38507 1.74429 "Erzya" "nsubj" -5.22328 -0.27327 "Erzya" TRUE TRUE "VSO" "Mordvin"
"321" "Erzya_2.6" 6005268 "obj" 3.84342 -0.10273 "Erzya" "nsubj" 5.27751 0.28345 "Erzya" FALSE TRUE "SOV" "Mordvin"
"322" "Erzya_2.6" 6102859 "obj" -2.81037 0.42423 "Erzya" "nsubj" -5.5921 0.68997 "Erzya" FALSE TRUE "SOV" "Mordvin"
"323" "Erzya_2.6" 6614327 "obj" -4.7671 -0.13558 "Erzya" "nsubj" -5.00301 1.27868 "Erzya" FALSE TRUE "SOV" "Mordvin"
"324" "Erzya_2.6" 6824334 "obj" -3.97388 1.6889 "Erzya" "nsubj" -5.24281 1.15505 "Erzya" TRUE TRUE "VSO" "Mordvin"
"325" "Erzya_2.6" 6958690 "obj" 0.43078 -0.05106 "Erzya" "nsubj" 0.89876 0.1667 "Erzya" FALSE TRUE "SOV" "Mordvin"
"326" "Erzya_2.6" 7297394 "obj" 1.54467 0.39459 "Erzya" "nsubj" 5.34531 2.05376 "Erzya" FALSE TRUE "SOV" "Mordvin"
"327" "Erzya_2.6" 7420865 "obj" -0.31252 -0.17326 "Erzya" "nsubj" -0.35941 -0.19849 "Erzya" TRUE TRUE "VSO" "Mordvin"
