"Language" "FileName" "CoarseDependency.x" "DH_Weight.x" "DependentPOS.x" "DistanceWeight.x" "HeadPOS.x" "Language_.x" "CoarseDependency.y" "DH_Weight.y" "DependentPOS.y" "DistanceWeight.y" "HeadPOS.y" "Language_.y" "OFartherThanS" "OSSameSide" "Order" "Family"
"141" "Breton_2.8" 3729244 "obj" 9.99832 "any" 0.39459 "any" "Breton" "nsubj" -1.37133 "any" 0.66872 "any" "Breton" FALSE FALSE "SVO" "Celtic"
"142" "Breton_2.8" 5033541 "obj" -10.03603 "any" 2.79724 "any" "Breton" "nsubj" -6.04057 "any" -0.99229 "any" "Breton" TRUE TRUE "VSO" "Celtic"
"143" "Breton_2.8" 5222459 "obj" 10.02012 "any" 1.6471 "any" "Breton" "nsubj" 6.15569 "any" -0.88114 "any" "Breton" TRUE TRUE "VSO" "Celtic"
"144" "Breton_2.8" 5269270 "obj" 9.93241 "any" -0.8505 "any" "Breton" "nsubj" -5.93526 "any" 0.98052 "any" "Breton" FALSE FALSE "SVO" "Celtic"
"145" "Breton_2.8" 5354694 "obj" 9.94582 "any" 1.28458 "any" "Breton" "nsubj" 6.1065 "any" -1.11852 "any" "Breton" TRUE TRUE "VSO" "Celtic"
"146" "Breton_2.8" 6865878 "obj" -9.9606 "any" -0.32578 "any" "Breton" "nsubj" 5.69734 "any" 0.7964 "any" "Breton" FALSE FALSE "SVO" "Celtic"
"147" "Breton_2.8" 7153495 "obj" -9.99594 "any" 1.88863 "any" "Breton" "nsubj" -5.77566 "any" -0.57799 "any" "Breton" TRUE TRUE "VSO" "Celtic"
"148" "Breton_2.8" 7950289 "obj" 10.03101 "any" 0.78428 "any" "Breton" "nsubj" -5.78337 "any" -0.05836 "any" "Breton" TRUE FALSE "SVO" "Celtic"
"149" "Breton_2.8" 8204516 "obj" -9.99908 "any" 0.76762 "any" "Breton" "nsubj" -1.93274 "any" 0.33311 "any" "Breton" TRUE TRUE "VSO" "Celtic"
"150" "Breton_2.8" 9112308 "obj" 9.99756 "any" 0.68383 "any" "Breton" "nsubj" -5.46099 "any" -0.41851 "any" "Breton" TRUE FALSE "SVO" "Celtic"
"151" "Breton_2.8" 9201255 "obj" -10.04464 "any" 0.78065 "any" "Breton" "nsubj" 4.56844 "any" 0.52006 "any" "Breton" TRUE FALSE "SVO" "Celtic"
"152" "Bulgarian_2.8" 2996196 "obj" 10.00509 "any" 0.44162 "any" "Bulgarian" "nsubj" -1.62554 "any" -0.58046 "any" "Bulgarian" TRUE FALSE "SVO" "Slavic"
"153" "Bulgarian_2.8" 3710149 "obj" 10.02919 "any" 0.57751 "any" "Bulgarian" "nsubj" 6.49373 "any" -2.13254 "any" "Bulgarian" TRUE TRUE "VSO" "Slavic"
"154" "Bulgarian_2.8" 3713080 "obj" -10.05435 "any" -0.31821 "any" "Bulgarian" "nsubj" 5.65473 "any" 0.97197 "any" "Bulgarian" FALSE FALSE "SVO" "Slavic"
"155" "Bulgarian_2.8" 4145182 "obj" -9.99317 "any" -1.12537 "any" "Bulgarian" "nsubj" 5.79252 "any" 1.6495 "any" "Bulgarian" FALSE FALSE "SVO" "Slavic"
"156" "Bulgarian_2.8" 459342 "obj" 10.03677 "any" 1.01426 "any" "Bulgarian" "nsubj" 5.77413 "any" -1.85447 "any" "Bulgarian" TRUE TRUE "VSO" "Slavic"
"157" "Bulgarian_2.8" 4743852 "obj" 10.02648 "any" -1.3378 "any" "Bulgarian" "nsubj" -5.94993 "any" 1.45298 "any" "Bulgarian" FALSE FALSE "SVO" "Slavic"
"158" "Bulgarian_2.8" 4783790 "obj" -10.00294 "any" 0.41673 "any" "Bulgarian" "nsubj" 1.89091 "any" -0.50491 "any" "Bulgarian" TRUE FALSE "SVO" "Slavic"
"159" "Bulgarian_2.8" 4952225 "obj" -10.00153 "any" 0.21921 "any" "Bulgarian" "nsubj" 2.11234 "any" -0.61102 "any" "Bulgarian" TRUE FALSE "SVO" "Slavic"
"160" "Bulgarian_2.8" 4978071 "obj" 10.0159 "any" -0.79857 "any" "Bulgarian" "nsubj" -5.53342 "any" 0.92479 "any" "Bulgarian" FALSE FALSE "SVO" "Slavic"
"161" "Bulgarian_2.8" 5344283 "obj" -10.05472 "any" -1.36096 "any" "Bulgarian" "nsubj" 6.06279 "any" 1.5024 "any" "Bulgarian" FALSE FALSE "SVO" "Slavic"
"162" "Bulgarian_2.8" 559047 "obj" 9.94485 "any" 1.31087 "any" "Bulgarian" "nsubj" 6.40368 "any" -2.08013 "any" "Bulgarian" TRUE TRUE "VSO" "Slavic"
"163" "Bulgarian_2.8" 6647379 "obj" 10.01671 "any" -1.23067 "any" "Bulgarian" "nsubj" -6.09797 "any" 1.48545 "any" "Bulgarian" FALSE FALSE "SVO" "Slavic"
"164" "Bulgarian_2.8" 6892116 "obj" -9.99336 "any" -1.52584 "any" "Bulgarian" "nsubj" 6.02712 "any" 1.55883 "any" "Bulgarian" FALSE FALSE "SVO" "Slavic"
"165" "Bulgarian_2.8" 7363981 "obj" -9.96165 "any" 0.22895 "any" "Bulgarian" "nsubj" 5.55309 "any" -0.78375 "any" "Bulgarian" TRUE FALSE "SVO" "Slavic"
"166" "Bulgarian_2.8" 7372669 "obj" -10.01248 "any" -1.07756 "any" "Bulgarian" "nsubj" 6.21171 "any" 1.18928 "any" "Bulgarian" FALSE FALSE "SVO" "Slavic"
"167" "Buryat_2.8" 3809644 "obj" 10.02751 "any" 0.40778 "any" "Buryat" "nsubj" -5.81917 "any" 1.05076 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"168" "Buryat_2.8" 4171276 "obj" -10.00375 "any" -0.06356 "any" "Buryat" "nsubj" 2.65032 "any" 0.83132 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"169" "Buryat_2.8" 4643968 "obj" -10.03041 "any" -0.2641 "any" "Buryat" "nsubj" 4.45321 "any" 1.3193 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"170" "Buryat_2.8" 5026277 "obj" 9.99195 "any" 0.79302 "any" "Buryat" "nsubj" -5.47517 "any" 1.34478 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"171" "Buryat_2.8" 5353913 "obj" 9.98301 "any" -0.49677 "any" "Buryat" "nsubj" -5.9278 "any" 1.67432 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"172" "Buryat_2.8" 5783545 "obj" 9.98273 "any" -0.1345 "any" "Buryat" "nsubj" -5.78992 "any" 1.07722 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"173" "Buryat_2.8" 6315576 "obj" -10.027 "any" -0.28877 "any" "Buryat" "nsubj" -5.39793 "any" 2.22333 "any" "Buryat" FALSE TRUE "SOV" "Mongolic"
"174" "Buryat_2.8" 6750626 "obj" -10.04365 "any" -0.70833 "any" "Buryat" "nsubj" 4.24548 "any" 1.46976 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"175" "Buryat_2.8" 7127494 "obj" 10.02921 "any" -0.07596 "any" "Buryat" "nsubj" -6.01028 "any" 1.90765 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"176" "Buryat_2.8" 7476191 "obj" -9.96054 "any" -0.66814 "any" "Buryat" "nsubj" 5.68461 "any" 2.11754 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"177" "Buryat_2.8" 7582350 "obj" -9.94059 "any" 1.28585 "any" "Buryat" "nsubj" 5.18851 "any" 1.11857 "any" "Buryat" TRUE FALSE "SVO" "Mongolic"
"178" "Buryat_2.8" 7590951 "obj" 10.0059 "any" -0.75257 "any" "Buryat" "nsubj" -6.10983 "any" 1.38383 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"179" "Buryat_2.8" 7854644 "obj" -9.95444 "any" -0.43165 "any" "Buryat" "nsubj" 5.8291 "any" 1.32898 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"180" "Buryat_2.8" 8087761 "obj" -9.95718 "any" -0.1131 "any" "Buryat" "nsubj" 6.07661 "any" 3.69912 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"181" "Buryat_2.8" 8774055 "obj" 9.98063 "any" 0.80734 "any" "Buryat" "nsubj" -6.01672 "any" 1.31109 "any" "Buryat" FALSE FALSE "SVO" "Mongolic"
"182" "Cantonese_2.8" 1182143 "obj" 10.06584 "any" 2.07318 "any" "Cantonese" "nsubj" 4.75435 "any" -1.07097 "any" "Cantonese" TRUE TRUE "VSO" "Sino-Tibetan"
"183" "Cantonese_2.8" 1688211 "obj" -9.98655 "any" 0.34125 "any" "Cantonese" "nsubj" 5.47372 "any" -2.33541 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"184" "Cantonese_2.8" 263121 "obj" -10.0009 "any" 0.41707 "any" "Cantonese" "nsubj" 1.09682 "any" -1.03258 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"185" "Cantonese_2.8" 2691247 "obj" -9.94991 "any" -0.33466 "any" "Cantonese" "nsubj" 5.12039 "any" 0.1722 "any" "Cantonese" FALSE FALSE "SVO" "Sino-Tibetan"
"186" "Cantonese_2.8" 4414094 "obj" 10.07844 "any" 0.02268 "any" "Cantonese" "nsubj" -5.71715 "any" -2.03446 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"187" "Cantonese_2.8" 4449567 "obj" 10.01038 "any" 0.23008 "any" "Cantonese" "nsubj" -1.74552 "any" -1.09184 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"188" "Cantonese_2.8" 492135 "obj" 10.00789 "any" 0.45543 "any" "Cantonese" "nsubj" -0.52533 "any" -1.48031 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"189" "Cantonese_2.8" 4945310 "obj" 9.9797 "any" 0.91004 "any" "Cantonese" "nsubj" -4.9234 "any" -1.30178 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"190" "Cantonese_2.8" 6179572 "obj" -10.07928 "any" -0.13932 "any" "Cantonese" "nsubj" 5.31488 "any" 0.52246 "any" "Cantonese" FALSE FALSE "SVO" "Sino-Tibetan"
"191" "Cantonese_2.8" 6523679 "obj" -10.00837 "any" 2.12483 "any" "Cantonese" "nsubj" -4.50037 "any" -2.47099 "any" "Cantonese" TRUE TRUE "VSO" "Sino-Tibetan"
"192" "Cantonese_2.8" 706183 "obj" 10.00555 "any" 0.66491 "any" "Cantonese" "nsubj" -5.57541 "any" -0.57702 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"193" "Cantonese_2.8" 917049 "obj" -10.00496 "any" 0.43297 "any" "Cantonese" "nsubj" 1.60003 "any" -1.16359 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"194" "Cantonese_2.8" 921689 "obj" 9.9207 "any" 0.72152 "any" "Cantonese" "nsubj" -5.45704 "any" -1.60326 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"195" "Cantonese_2.8" 9627821 "obj" -10.00277 "any" 0.49286 "any" "Cantonese" "nsubj" 1.23708 "any" -1.32125 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"196" "Cantonese_2.8" 9673991 "obj" -10.00551 "any" 0.66059 "any" "Cantonese" "nsubj" 1.74561 "any" -0.72365 "any" "Cantonese" TRUE FALSE "SVO" "Sino-Tibetan"
"197" "Catalan_2.8" 1671374 "obj" 10.03177 "any" 0.02656 "any" "Catalan" "nsubj" -5.56985 "any" 2.068 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"198" "Catalan_2.8" 2198885 "obj" -9.97425 "any" -1.06628 "any" "Catalan" "nsubj" 6.22343 "any" 2.33697 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"199" "Catalan_2.8" 2923666 "obj" -10.00592 "any" 0.05345 "any" "Catalan" "nsubj" 5.97706 "any" 1.85156 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"200" "Catalan_2.8" 3563780 "obj" -10.00272 "any" 0.22715 "any" "Catalan" "nsubj" 2.55543 "any" -0.14463 "any" "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"201" "Catalan_2.8" 3606847 "obj" 9.98799 "any" 0.01838 "any" "Catalan" "nsubj" -6.23087 "any" 2.31189 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"202" "Catalan_2.8" 4135900 "obj" -10.00131 "any" 0.16491 "any" "Catalan" "nsubj" 2.77559 "any" -4e-05 "any" "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"203" "Catalan_2.8" 5168045 "obj" -10.00329 "any" 0.32768 "any" "Catalan" "nsubj" 2.57717 "any" -0.01975 "any" "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"204" "Catalan_2.8" 5714204 "obj" 10.00221 "any" 0.27255 "any" "Catalan" "nsubj" -2.77109 "any" -0.06242 "any" "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"205" "Catalan_2.8" 5736445 "obj" 10.03731 "any" -0.11959 "any" "Catalan" "nsubj" -5.87528 "any" 1.64864 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"206" "Catalan_2.8" 5739788 "obj" 10.00195 "any" -0.29225 "any" "Catalan" "nsubj" -5.85524 "any" 1.9122 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"207" "Catalan_2.8" 5871629 "obj" -10.00821 "any" 0.14691 "any" "Catalan" "nsubj" 2.6247 "any" 0.12626 "any" "Catalan" TRUE FALSE "SVO" "Latin_Romance"
"208" "Catalan_2.8" 7076999 "obj" -10.04505 "any" -0.30994 "any" "Catalan" "nsubj" 5.54402 "any" 1.76179 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"209" "Catalan_2.8" 8898505 "obj" 9.99381 "any" 0.39169 "any" "Catalan" "nsubj" -5.96859 "any" 1.83839 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"210" "Catalan_2.8" 9420710 "obj" 10.03179 "any" 0.12242 "any" "Catalan" "nsubj" -6.23844 "any" 2.00897 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"211" "Catalan_2.8" 9885446 "obj" -10.03385 "any" -0.36357 "any" "Catalan" "nsubj" 6.27966 "any" 2.53025 "any" "Catalan" FALSE FALSE "SVO" "Latin_Romance"
"212" "Chinese_2.8" 1729369 "obj" 9.99315 "any" -0.4762 "any" "Chinese" "nsubj" -5.55383 "any" -0.69817 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"213" "Chinese_2.8" 2224772 "obj" -9.99668 "any" 0.32351 "any" "Chinese" "nsubj" 2.27861 "any" -0.44412 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"214" "Chinese_2.8" 223285 "obj" -10.04917 "any" -0.1385 "any" "Chinese" "nsubj" 4.97041 "any" -1.10367 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"215" "Chinese_2.8" 4121709 "obj" -10.0194 "any" -0.27028 "any" "Chinese" "nsubj" 5.45419 "any" -0.8992 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"216" "Chinese_2.8" 4824401 "obj" 9.99751 "any" 0.25935 "any" "Chinese" "nsubj" -2.82818 "any" -0.61133 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"217" "Chinese_2.8" 5389489 "obj" 10.00211 "any" 0.36367 "any" "Chinese" "nsubj" -2.80653 "any" -0.48485 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"218" "Chinese_2.8" 5779591 "obj" -10.0444 "any" 0.68674 "any" "Chinese" "nsubj" 6.07546 "any" -0.22613 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"219" "Chinese_2.8" 5889457 "obj" 10.00014 "any" 0.23727 "any" "Chinese" "nsubj" -2.93685 "any" -0.4777 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"220" "Chinese_2.8" 6305811 "obj" 10.02076 "any" 0.00468 "any" "Chinese" "nsubj" -5.71262 "any" -1.06689 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"221" "Chinese_2.8" 6383949 "obj" -10.03565 "any" -0.21363 "any" "Chinese" "nsubj" 5.86512 "any" -0.16256 "any" "Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"222" "Chinese_2.8" 6932694 "obj" 10.01409 "any" 0.16417 "any" "Chinese" "nsubj" -5.89738 "any" 0.2103 "any" "Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"223" "Chinese_2.8" 8213350 "obj" -10.04066 "any" -0.36204 "any" "Chinese" "nsubj" 5.96095 "any" 0.20351 "any" "Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"224" "Chinese_2.8" 8463188 "obj" 10.01157 "any" 0.47462 "any" "Chinese" "nsubj" -2.60466 "any" -0.44077 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"225" "Chinese_2.8" 875028 "obj" -10.00909 "any" 0.04381 "any" "Chinese" "nsubj" 5.17048 "any" -1.39663 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"226" "Chinese_2.8" 9598291 "obj" -10.01145 "any" -0.1652 "any" "Chinese" "nsubj" 5.87754 "any" -1.43353 "any" "Chinese" TRUE FALSE "SVO" "Sino-Tibetan"
"227" "Classical_Chinese_2.8" 1767498 "obj" -9.98931 "any" -2.11681 "any" "Classical_Chinese" "nsubj" 5.83438 "any" 1.26092 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"228" "Classical_Chinese_2.8" 2320876 "obj" 10.06841 "any" -1.64866 "any" "Classical_Chinese" "nsubj" -5.80451 "any" 2.59526 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"229" "Classical_Chinese_2.8" 3203508 "obj" 9.99672 "any" -0.5589 "any" "Classical_Chinese" "nsubj" -2.552 "any" 0.8143 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"230" "Classical_Chinese_2.8" 3551081 "obj" 10.00047 "any" -0.99801 "any" "Classical_Chinese" "nsubj" -2.75765 "any" 1.32893 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"231" "Classical_Chinese_2.8" 4335326 "obj" 10.00818 "any" -0.77815 "any" "Classical_Chinese" "nsubj" -2.64141 "any" 1.14889 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"232" "Classical_Chinese_2.8" 537787 "obj" -10.00112 "any" -0.7839 "any" "Classical_Chinese" "nsubj" 2.68466 "any" 1.03206 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"233" "Classical_Chinese_2.8" 5385108 "obj" 10.0022 "any" -1.36102 "any" "Classical_Chinese" "nsubj" -6.16794 "any" 1.1697 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"234" "Classical_Chinese_2.8" 814815 "obj" -10.07342 "any" -1.60068 "any" "Classical_Chinese" "nsubj" 5.50785 "any" 2.24932 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"235" "Classical_Chinese_2.8" 8199442 "obj" -10.03172 "any" -2.0751 "any" "Classical_Chinese" "nsubj" 5.52025 "any" 2.38446 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"236" "Classical_Chinese_2.8" 8733109 "obj" 9.9504 "any" -2.23444 "any" "Classical_Chinese" "nsubj" -5.67883 "any" 2.58439 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"237" "Classical_Chinese_2.8" 8781095 "obj" -9.89377 "any" -2.21032 "any" "Classical_Chinese" "nsubj" 5.85175 "any" 2.91162 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"238" "Classical_Chinese_2.8" 9175218 "obj" 10.07306 "any" -0.26693 "any" "Classical_Chinese" "nsubj" -5.68474 "any" 1.45093 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"239" "Classical_Chinese_2.8" 9440158 "obj" -10.00204 "any" -1.27347 "any" "Classical_Chinese" "nsubj" -5.78118 "any" 1.237 "any" "Classical_Chinese" FALSE TRUE "SOV" "Sino-Tibetan"
"240" "Classical_Chinese_2.8" 9673091 "obj" -10.14649 "any" -1.60195 "any" "Classical_Chinese" "nsubj" 5.88533 "any" 2.0416 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"241" "Classical_Chinese_2.8" 9712173 "obj" -10.09871 "any" -1.10825 "any" "Classical_Chinese" "nsubj" 5.02849 "any" 2.47074 "any" "Classical_Chinese" FALSE FALSE "SVO" "Sino-Tibetan"
"242" "Coptic_2.8" 1025548 "obj" 9.95456 "any" -0.24656 "any" "Coptic" "nsubj" 6.58143 "any" -3.37598 "any" "Coptic" TRUE TRUE "VSO" "Egyptian"
"243" "Coptic_2.8" 1939614 "obj" -9.99656 "any" 2.24579 "any" "Coptic" "nsubj" -5.98556 "any" -2.38606 "any" "Coptic" TRUE TRUE "VSO" "Egyptian"
"244" "Coptic_2.8" 1995023 "obj" 10.05354 "any" -1.42024 "any" "Coptic" "nsubj" -5.98251 "any" -1.14315 "any" "Coptic" FALSE FALSE "SVO" "Egyptian"
"245" "Coptic_2.8" 2230388 "obj" 10.02455 "any" -2.67027 "any" "Coptic" "nsubj" -6.3144 "any" -0.40826 "any" "Coptic" FALSE FALSE "SVO" "Egyptian"
"246" "Coptic_2.8" 4025219 "obj" -9.97551 "any" -0.59325 "any" "Coptic" "nsubj" -4.94725 "any" -4.27667 "any" "Coptic" TRUE TRUE "VSO" "Egyptian"
"247" "Coptic_2.8" 4098405 "obj" 9.93508 "any" -2.00041 "any" "Coptic" "nsubj" -6.06909 "any" -0.87657 "any" "Coptic" FALSE FALSE "SVO" "Egyptian"
"248" "Coptic_2.8" 4735354 "obj" -10.03776 "any" -1.29585 "any" "Coptic" "nsubj" 4.71819 "any" -2.14428 "any" "Coptic" TRUE FALSE "SVO" "Egyptian"
"249" "Coptic_2.8" 4756042 "obj" -10.02196 "any" 1.59855 "any" "Coptic" "nsubj" -5.68612 "any" -2.41825 "any" "Coptic" TRUE TRUE "VSO" "Egyptian"
"250" "Coptic_2.8" 5241613 "obj" 10.00372 "any" -0.03625 "any" "Coptic" "nsubj" 1.57187 "any" -2.48416 "any" "Coptic" TRUE TRUE "VSO" "Egyptian"
"251" "Coptic_2.8" 567266 "obj" 10.00189 "any" -0.10925 "any" "Coptic" "nsubj" 0.99771 "any" -2.16888 "any" "Coptic" TRUE TRUE "VSO" "Egyptian"
"252" "Coptic_2.8" 6370914 "obj" -10.00258 "any" -0.22434 "any" "Coptic" "nsubj" 1.45632 "any" -2.16942 "any" "Coptic" TRUE FALSE "SVO" "Egyptian"
"253" "Coptic_2.8" 7336269 "obj" -9.99551 "any" -1.58829 "any" "Coptic" "nsubj" 5.64155 "any" -0.63194 "any" "Coptic" FALSE FALSE "SVO" "Egyptian"
"254" "Coptic_2.8" 7375042 "obj" -9.94209 "any" -1.99132 "any" "Coptic" "nsubj" -5.2555 "any" -5.74518 "any" "Coptic" TRUE TRUE "VSO" "Egyptian"
"255" "Coptic_2.8" 7640257 "obj" -10.05235 "any" -1.33401 "any" "Coptic" "nsubj" 6.28149 "any" -1.18145 "any" "Coptic" FALSE FALSE "SVO" "Egyptian"
"256" "Coptic_2.8" 8172723 "obj" 10.00541 "any" -0.32848 "any" "Coptic" "nsubj" -1.54992 "any" -1.83908 "any" "Coptic" TRUE FALSE "SVO" "Egyptian"
"257" "Croatian_2.8" 1066516 "obj" -9.99954 "any" -0.05158 "any" "Croatian" "nsubj" 2.53636 "any" 0.04884 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"258" "Croatian_2.8" 1462429 "obj" 10.02104 "any" -0.72561 "any" "Croatian" "nsubj" -5.33682 "any" 0.90706 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"259" "Croatian_2.8" 2752785 "obj" -9.99577 "any" 0.01674 "any" "Croatian" "nsubj" 2.53833 "any" 0.01222 "any" "Croatian" TRUE FALSE "SVO" "Slavic"
"260" "Croatian_2.8" 2754051 "obj" 10.00449 "any" 0.04464 "any" "Croatian" "nsubj" -2.33694 "any" -0.06143 "any" "Croatian" TRUE FALSE "SVO" "Slavic"
"261" "Croatian_2.8" 4174802 "obj" 10.0276 "any" -1.37671 "any" "Croatian" "nsubj" -5.5449 "any" 1.505 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"262" "Croatian_2.8" 4810705 "obj" -9.99791 "any" -0.04307 "any" "Croatian" "nsubj" 2.32174 "any" -0.12102 "any" "Croatian" TRUE FALSE "SVO" "Slavic"
"263" "Croatian_2.8" 5140089 "obj" -10 "any" -0.06589 "any" "Croatian" "nsubj" 5.66954 "any" -0.52589 "any" "Croatian" TRUE FALSE "SVO" "Slavic"
"264" "Croatian_2.8" 5369226 "obj" 9.98242 "any" -1.84017 "any" "Croatian" "nsubj" -5.81326 "any" 0.71871 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"265" "Croatian_2.8" 5885587 "obj" 10.03198 "any" -0.58735 "any" "Croatian" "nsubj" -4.50296 "any" 1.22135 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"266" "Croatian_2.8" 6315640 "obj" -10.02966 "any" 0.07368 "any" "Croatian" "nsubj" 5.70903 "any" -0.48276 "any" "Croatian" TRUE FALSE "SVO" "Slavic"
"267" "Croatian_2.8" 6731228 "obj" 9.99896 "any" -1.13823 "any" "Croatian" "nsubj" -6.18899 "any" 1.12396 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"268" "Croatian_2.8" 8669003 "obj" -10.05655 "any" -0.48294 "any" "Croatian" "nsubj" 5.47023 "any" 1.01272 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"269" "Croatian_2.8" 907043 "obj" -9.98677 "any" 0.86221 "any" "Croatian" "nsubj" 5.30424 "any" -0.92827 "any" "Croatian" TRUE FALSE "SVO" "Slavic"
"270" "Croatian_2.8" 9454593 "obj" -10.02156 "any" -1.49112 "any" "Croatian" "nsubj" 5.90815 "any" 0.722 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"271" "Croatian_2.8" 9477584 "obj" 10.02101 "any" -0.77704 "any" "Croatian" "nsubj" -5.8908 "any" 1.34604 "any" "Croatian" FALSE FALSE "SVO" "Slavic"
"272" "Czech_2.8" 1434244 "obj" -9.96329 "any" 0.40451 "any" "Czech" "nsubj" 5.41198 "any" 0.10361 "any" "Czech" TRUE FALSE "SVO" "Slavic"
"273" "Czech_2.8" 246916 "obj" 10.05888 "any" 1.75653 "any" "Czech" "nsubj" 6.20564 "any" -0.24535 "any" "Czech" TRUE TRUE "VSO" "Slavic"
"274" "Czech_2.8" 35436 "obj" 10.01796 "any" 1.84079 "any" "Czech" "nsubj" 5.49832 "any" -1.06719 "any" "Czech" TRUE TRUE "VSO" "Slavic"
"275" "Czech_2.8" 3606336 "obj" -10.04254 "any" 1.73615 "any" "Czech" "nsubj" -5.88908 "any" -1.8833 "any" "Czech" TRUE TRUE "VSO" "Slavic"
"276" "Czech_2.8" 4692316 "obj" -9.99947 "any" 0.4467 "any" "Czech" "nsubj" 1.58609 "any" 0.0531 "any" "Czech" TRUE FALSE "SVO" "Slavic"
"277" "Czech_2.8" 5082246 "obj" -9.99757 "any" 1.50935 "any" "Czech" "nsubj" -4.34312 "any" -1.80969 "any" "Czech" TRUE TRUE "VSO" "Slavic"
"278" "Czech_2.8" 5128457 "obj" -10.0017 "any" 0.12188 "any" "Czech" "nsubj" 5.56536 "any" -0.20581 "any" "Czech" TRUE FALSE "SVO" "Slavic"
