AverageLoss	Counter	DH_Mean_NoPunct	DH_Sigma_NoPunct	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	FileName	Language	Language_	ModelName
10.0	1990000	0.6962104	0.28021482	compound	-2.643226	0.5769996	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-4.2662783	0.42148024	conj	0.9204606	0.23939264	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	2.7188592	0.5388958	cop	-0.7771197	0.36692652	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	3.2720962	0.5143631	csubj	1.5038251	0.34219512	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	3.7242582	0.46663618	det	0.36916682	0.4366652	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-2.4435222	0.15505746	discourse	2.120662	0.22583379	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	0.90410393	0.3580305	dislocated	3.579887	0.5029332	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	0.5224212	0.39797378	expl	-1.8654556	0.5722209	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-2.6712034	0.57184696	fixed	-0.12094157	0.7386528	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-3.7593896	0.45587537	flat	-2.8678641	0.54808545	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-2.0933285	0.48925328	iobj	-3.496786	0.5345178	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-0.98327965	0.8263391	list	-0.0018408542	1.0183805	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	0.81130046	0.18659565	mark	0.051816776	0.28909934	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	4.276192	0.40994117	nmod	-1.6501706	0.33399525	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	5.0844746	0.39476955	nsubj	1.2372061	0.09747881	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	2.1008759	0.32662424	nummod	0.107667245	0.5302673	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-2.7140698	0.13759778	obj	-1.7046866	0.20903662	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-0.049458597	0.09505315	obl	0.5881021	0.14626609	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-3.0583673	0.5151706	parataxis	2.2385082	0.5465349	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	0.7636861	0.87807345	vocative	0.8872679	0.8845509	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	-1.9055831	0.6332242	xcomp	0.3602647	0.56954575	59258	Classical_Chinese_2.6	Classical_Chinese	inferRealGrammars.py
10.0	1990000	2.477546	0.34648457	acl	0.5878216	0.4394494	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	3.8647237	0.38214684	advcl	1.9660833	0.15684544	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	2.8505824	0.24038297	advmod	-0.2866628	0.069564	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	2.26832	0.465312	amod	-0.048237033	0.36235952	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-2.527143	0.21739171	aux	-0.31703237	0.12931024	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-0.12031797	0.07895213	case	-0.37902683	0.102198385	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-1.6001318	0.2902864	cc	-0.060833793	0.2407072	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	2.2598674	0.2759038	ccomp	0.78326905	0.25872362	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	0.36522365	0.95822364	clf	-0.008746692	1.0052844	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	2.82154	0.46392906	compound	-0.08975996	0.29569456	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-2.8104956	0.55880743	conj	1.4452524	0.39284107	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-2.8450186	0.4219909	cop	-1.6819574	0.1791282	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	2.4718797	0.5610759	csubj	1.9236002	0.4707391	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-0.71239626	0.8329691	dep	0.09822178	0.92413974	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-1.6845967	0.09545183	det	-2.7106862	0.19539425	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-1.8975704	0.24657083	discourse	1.9506242	0.19316734	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-1.6003584	0.075183466	expl	-0.50672597	0.06885336	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-0.8572289	0.8430701	fixed	0.023771694	0.9856436	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-1.0479922	0.7780682	flat	-0.004046149	1.0010939	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-1.1669117	0.51550084	goeswith	-1.1320156	0.7220012	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	0.38492668	0.36290583	iobj	0.8197826	0.43874657	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	1.6611657	0.16118698	mark	-0.40738416	0.0683168	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-0.95719254	0.15669155	nmod	-1.8589425	0.244489	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	0.20355907	0.042881254	nsubj	-0.5074456	0.049046133	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	2.4163847	0.47486588	nummod	-0.36727327	0.5958856	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	1.8884794	0.12548533	obj	-0.00750248	0.06278237	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	3.144278	0.28847975	obl	0.052011423	0.13125551	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	0.8180751	0.73495966	parataxis	0.94759756	0.8099571	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-0.0046731625	0.98619586	punct	-0.0125548765	1.0088482	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	3.2688854	0.37415877	xcomp	0.5298918	0.18301804	1081050	Amharic_2.6	Amharic	inferRealGrammars.py
10.0	1990000	-3.8328602	0.42038456	acl	1.2839267	0.35058698	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-0.32549688	0.13686754	advcl	1.4417444	0.16845846	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	1.8676578	0.11220913	advmod	-0.49552667	0.12002508	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	2.9676228	0.11019727	amod	-3.2214468	0.18996298	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-3.670891	0.48459333	appos	-0.17857465	0.2505208	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	0.8958512	0.4152726	aux	-2.84749	0.54857874	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	5.7209377	0.38063818	case	0.47759575	0.16161916	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	4.916665	0.43555015	cc	3.8886113	0.3634418	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-3.1159527	0.5053913	ccomp	0.94422823	0.45910612	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-0.14462893	0.20797764	compound	-1.8069731	0.75294673	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-5.2351627	0.38672933	conj	1.3928585	0.13283288	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	1.2536227	0.24272439	cop	-1.2015629	0.19458686	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-1.4866858	0.33289564	csubj	0.7427486	0.48792303	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	4.0919814	0.3326534	det	-1.5634525	0.17281033	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	1.3389314	0.18759172	discourse	1.1453742	0.16366161	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-0.36837962	0.92789453	dislocated	-0.016268961	0.9973943	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	1.8732518	0.6779969	expl	-0.3431915	0.48583424	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-2.646943	0.54855	fixed	0.016326357	1.0183867	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-4.647507	0.3869277	flat	-0.65830934	0.15238236	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-0.7272981	0.8322727	goeswith	0.014927977	0.98461103	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-1.0837845	0.4211315	iobj	-1.2866905	0.35465688	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-0.6708051	0.92243594	list	0.17400266	0.9655678	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	4.2442923	0.41658536	mark	3.6969068	0.3861586	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-3.9336896	0.15549847	nmod	-0.9782917	0.10859925	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	1.1085534	0.091853395	nsubj	0.009241832	0.06773412	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	3.2188728	0.37573195	nummod	-2.7568588	0.28027892	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-1.300448	0.12236348	obj	-0.4416087	0.090318024	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-0.5112408	0.043030232	obl	0.091961116	0.063117966	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-0.43391526	0.34909594	orphan	1.3974843	0.5537175	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-1.3399407	0.13286869	parataxis	2.018703	0.18948509	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	0.008739091	0.9885448	punct	-0.0142594855	0.9928159	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	0.04844634	0.7089728	vocative	-0.3942611	0.73647606	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-2.304041	0.33837372	xcomp	-0.027689897	0.2558004	4108273	Ukrainian_2.6	Ukrainian	inferRealGrammars.py
10.0	1990000	-3.2039356	0.09155074	acl	2.678725	0.044983547	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-0.8172278	0.048133343	advcl	2.4429822	0.11401736	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	1.346619	-0.037825894	advmod	0.0035313999	-0.0064088637	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	4.6445475	0.13283625	amod	-6.4070406	-0.011613473	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-7.3964853	0.35660017	appos	0.41428095	-0.018787002	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.6273043	0.0147394305	aux	1.1432884	-0.01716102	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	4.7737017	0.05793456	case	0.15934983	0.038576115	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	4.5404563	0.05950861	cc	3.715009	0.013754033	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-1.8679549	0.049451213	ccomp	3.0347998	-0.017395327	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-0.9091477	-0.033985265	compound	0.88720214	-0.051719975	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-7.9954777	0.2938433	conj	2.2686682	-0.01794772	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.87800884	0.02787661	cop	0.3900428	-0.047905978	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-0.57008696	0.17403182	csubj	3.2974787	0.038217768	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.8390704	-0.17698976	dep	1.4968393	0.10074906	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	6.7448306	0.12395905	det	-2.9459906	0.02755995	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.061394386	0.98997736	discourse	0.08810496	0.967565	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.45773035	0.098689325	expl	0.104706645	0.037974812	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-3.972309	0.46939144	fixed	-0.15891175	0.9096035	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-7.7426324	0.3309172	flat	-3.1890054	0.047539454	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.030069068	0.9917443	goeswith	-0.00715766	0.9963798	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.55039644	0.13360056	iobj	-0.03648852	-0.07257909	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	2.9525442	0.121865086	mark	0.91273606	0.010691081	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-1.766928	0.02538727	nmod	-0.14630927	-0.029494323	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	1.3178633	0.043163534	nsubj	0.6375891	0.006826048	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	3.979462	0.14193559	nummod	-5.085671	-0.10443236	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.33572224	-0.0117366165	obj	-0.055694506	-0.022771308	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.66831535	0.0059072343	obl	0.02440738	0.00049302925	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-1.0199199	0.37799355	orphan	0.6067893	0.6591122	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-3.444621	0.13314235	parataxis	3.92705	0.038913522	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.020185452	1.021144	punct	0.029745145	1.0311651	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	0.9647074	0.9171193	reparandum	-0.0005007004	1.0119243	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-0.08150466	0.9422368	vocative	0.11859294	0.9235901	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-0.7280285	-0.040403005	xcomp	0.47369128	0.08409923	6337826	German_2.6	German	inferRealGrammars.py
10.0	1990000	-4.4571605	0.2738975	acl	1.2903095	0.2286583	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-0.995293	0.04448127	advcl	2.7233174	0.15383577	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	0.8025126	0.051030077	advmod	-0.7688233	0.041283548	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	3.9499671	0.13595887	amod	-6.7395616	0.13156225	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-4.2140913	0.44624668	appos	1.9044274	0.2634054	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	5.106983	0.33117983	aux	-0.80694216	0.033849176	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	4.510568	0.14632583	case	-0.40812442	0.07544224	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	4.214147	0.21556789	cc	3.4286585	0.12106352	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-3.7004218	0.254094	ccomp	2.5178072	0.21072532	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-1.8006462	0.10388617	compound	-1.7292923	0.090385154	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-5.94164	0.38524756	conj	3.2417543	0.0882002	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	2.524045	0.122318484	cop	-0.8906993	0.05260899	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-1.6760118	0.17732708	csubj	2.354016	0.2592588	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	6.2128434	0.3458819	det	-3.2388573	0.09925979	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	1.6184678	0.2833866	discourse	1.9613115	0.3647116	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	1.0600677	0.28175628	dislocated	2.6793203	0.27622777	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	1.5441542	0.13581266	expl	-0.24398695	0.11535031	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-5.0575805	0.41970378	fixed	-2.55708	0.759305	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-4.3521643	0.44979733	flat	-4.416005	0.44797456	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-3.1407163	0.4525138	iobj	-1.8079985	0.24365312	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	5.9670315	0.3625966	mark	2.0782773	0.07640727	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-0.30115813	0.03810807	nmod	-3.033683	0.09497163	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	1.5720288	0.036561966	nsubj	-0.06670801	0.022953369	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	1.4650584	0.13476415	nummod	-4.291674	0.2610163	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-3.0095625	0.10091651	obj	-0.30078113	0.037808266	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-1.4064586	0.040973894	obl	1.2842797	0.06676384	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-1.4729935	0.58434945	orphan	-0.00940986	0.9522504	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-3.3103664	0.2588247	parataxis	3.657328	0.2018101	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	0.042037763	1.0419767	punct	0.004597043	0.99795556	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	0.29213873	0.9351084	reparandum	0.65724605	1.034748	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	0.034477606	0.39481404	vocative	2.176939	0.48020655	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	-3.510079	0.21336661	xcomp	1.2316837	0.1362764	7780633	Swedish_2.6	Swedish	inferRealGrammars.py
10.0	1990000	0.24105585	0.7875927	advcl	0.7789409	0.7394626	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	1.4029266	0.69975066	advmod	-0.56470454	0.6984608	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	0.29603928	0.7677475	amod	-0.7120961	0.78047544	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-0.4360254	0.9291643	appos	0.48874268	0.90881264	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-0.8719043	0.80278	aux	-0.0007712418	0.9923304	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-0.7596075	0.69752747	cc	0.2520068	0.7302905	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	0.021936692	0.8120509	ccomp	-0.011363504	1.028221	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	0.8977095	0.8015353	compound	-1.0974171	0.76639086	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-1.0438608	0.778157	conj	-0.021915989	1.015748	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-0.42291167	0.8737266	cop	0.00848325	0.9871928	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	1.4505126	0.6972763	det	-0.03724714	0.99573624	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-0.22266088	0.56452775	discourse	-0.7342891	0.5595552	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-0.376677	0.901373	fixed	0.02696875	0.9820787	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-0.7388507	0.8585075	flat	-0.024699964	1.0040823	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	0.37916973	0.8873926	iobj	0.1991534	0.83670413	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	0.40168965	0.8994507	mark	0.44025847	0.9256329	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	1.5840422	0.6677264	nmod	0.25947067	0.6341567	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	1.6203281	0.5668761	nsubj	0.92198	0.47111246	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	1.6238016	0.67573935	obj	-0.8075707	0.70130646	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	1.0674508	0.7673116	orphan	-0.018269904	0.99979234	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	0.7012835	0.8438823	parataxis	0.59542865	0.76625615	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-0.018236296	1.0531956	punct	-0.027492598	0.9871281	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	0.3440641	0.90325594	vocative	0.23923828	0.91998535	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	1.1369392	0.7572486	xcomp	-0.28573623	0.77711284	7105243	Buryat_2.6	Buryat	inferRealGrammars.py
10.0	1990000	-4.1086483	0.19743755	acl	1.5319589	0.08179464	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-0.9532038	0.07154494	advcl	3.167002	0.08457185	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	0.91716135	-0.007665708	advmod	-0.53827363	-0.036038205	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	3.155543	0.056518514	amod	-5.619271	0.07618227	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-4.8674498	0.42951736	appos	1.760948	0.14329463	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	5.674237	0.22054388	aux	-0.4777606	0.054505926	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	3.064302	0.012293336	case	0.52452064	0.036446087	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	5.558297	0.23987943	cc	4.426205	0.13622373	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-2.950401	0.17478062	ccomp	2.0867286	0.17303869	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	1.9003664	0.05005844	compound	-6.9204555	0.06244185	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-6.6729846	0.32936773	conj	3.09328	0.060189426	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	3.1978512	0.11718392	cop	-0.51682335	0.033356003	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-0.2196415	0.13550249	csubj	2.1331904	0.2160362	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-0.9090942	0.26945642	dep	2.046156	0.2253472	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	6.1372786	0.1254657	det	-2.654918	0.034212958	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	1.4516838	0.11333075	discourse	2.9024315	0.24022968	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	0.26164564	0.18119748	dislocated	2.7791324	0.32588476	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	2.7610705	0.19027649	expl	0.22866073	0.13535136	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-4.8029156	0.39781472	fixed	-1.5660561	0.9544512	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-5.2219477	0.38897458	flat	-4.3791585	0.40774128	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-2.4149482	0.58085316	goeswith	-0.44831753	0.973776	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-3.4941244	0.4126515	iobj	-4.1864567	0.3582763	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-3.016366	0.5230128	list	1.493787	0.66714567	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	6.226475	0.33593732	mark	2.7764294	0.058801673	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-0.642921	-0.03638486	nmod	-1.7561653	0.07942123	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	3.109593	0.015414904	nsubj	0.9364058	0.022750815	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	0.9901747	0.06901839	nummod	-4.3925014	0.13654713	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-3.1122444	0.06104697	obj	-1.2437664	0.09443907	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-1.9143904	0.025099734	obl	1.5558491	-0.08240596	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-0.7354072	0.49818248	orphan	0.15432641	0.98967093	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-3.0733306	0.19723596	parataxis	3.8233595	0.17037167	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-0.0442088	1.0067215	punct	-0.020781115	0.99512887	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	1.063695	0.72963005	reparandum	-0.20059332	0.8031247	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	0.28514805	0.24267827	vocative	2.623891	0.2909672	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-3.8519866	0.20559259	xcomp	1.0521827	0.09141302	4399217	English_2.6	English	inferRealGrammars.py
10.0	1990000	-4.1508937	0.45917195	acl	1.7329581	0.27250898	2397627	Galician_2.6	Galician	inferRealGrammars.py
10.0	1990000	-1.1168351	0.1726464	advcl	1.8934139	0.27013817	2397627	Galician_2.6	Galician	inferRealGrammars.py
10.0	1990000	1.2370692	0.035192598	advmod	0.01192131	0.07102441	2397627	Galician_2.6	Galician	inferRealGrammars.py
10.0	1990000	-1.3724812	0.016776925	amod	-3.2108731	0.12393442	2397627	Galician_2.6	Galician	inferRealGrammars.py
10.0	1990000	-2.7098222	0.563909	appos	2.1971016	0.506498	2397627	Galician_2.6	Galician	inferRealGrammars.py
10.0	1990000	3.6701703	0.23747474	aux	-1.168083	0.10347328	2397627	Galician_2.6	Galician	inferRealGrammars.py
10.0	1990000	2.6789033	0.034294266	case	0.9878182	0.064185195	2397627	Galician_2.6	Galician	inferRealGrammars.py
