CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
obj	3.83174	NOUN	0.72916	3485980	VERB	Finnish_2.8	Finnish
nsubj	4.92746	NOUN	0.01107	4928056	VERB	Bambara_2.8	Bambara
obj	-5.3371	NOUN	-1.141	4928056	VERB	Bambara_2.8	Bambara
nsubj	-0.47612	NOUN	-0.09914	3171517	VERB	Slovak_2.8	Slovak
obj	0.07289	NOUN	0.55688	3171517	VERB	Slovak_2.8	Slovak
nsubj	4.51075	NOUN	-1.30552	3910845	VERB	Bulgarian_2.8	Bulgarian
obj	5.14996	NOUN	1.7798	3910845	VERB	Bulgarian_2.8	Bulgarian
nsubj	-4.26584	NOUN	0.10794	9392486	VERB	Hindi_2.8	Hindi
obj	-4.93938	NOUN	2.1673	9392486	VERB	Hindi_2.8	Hindi
nsubj	-0.47574	NOUN	0.65562	6674642	VERB	Breton_2.8	Breton
obj	0.12746	NOUN	0.69258	6674642	VERB	Breton_2.8	Breton
nsubj	-3.73574	NOUN	-0.57175	3431964	VERB	Maltese_2.8	Maltese
obj	-4.85725	NOUN	0.76358	3431964	VERB	Maltese_2.8	Maltese
nsubj	-5.43972	NOUN	0.18098	50203	VERB	Upper_Sorbian_2.8	Upper_Sorbian
obj	5.08821	NOUN	0.51253	50203	VERB	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-0.31827	NOUN	0.19277	2962945	VERB	Catalan_2.8	Catalan
obj	-0.19192	NOUN	1.92023	2962945	VERB	Catalan_2.8	Catalan
nsubj	3.16877	NOUN	0.36065	1927502	VERB	Old_Church_Slavonic_2.8	Old_Church_Slavonic
obj	3.74305	NOUN	0.9741	1927502	VERB	Old_Church_Slavonic_2.8	Old_Church_Slavonic
nsubj	4.01883	NOUN	0.13216	1337624	VERB	Armenian_2.8	Armenian
obj	-4.61258	NOUN	1.93881	1337624	VERB	Armenian_2.8	Armenian
nsubj	0.27778	NOUN	0.10917	5524823	VERB	Lithuanian_2.8	Lithuanian
obj	-0.53723	NOUN	0.71219	5524823	VERB	Lithuanian_2.8	Lithuanian
nsubj	-4.62768	NOUN	1.47563	3769351	VERB	Galician_2.8	Galician
obj	5.67944	NOUN	2.69426	3769351	VERB	Galician_2.8	Galician
nsubj	2.96661	NOUN	-0.31054	8271646	VERB	Wolof_2.8	Wolof
obj	5.68279	NOUN	-0.35088	8271646	VERB	Wolof_2.8	Wolof
nsubj	5.67231	NOUN	0.04257	2835945	VERB	Hungarian_2.8	Hungarian
obj	4.81752	NOUN	2.11389	2835945	VERB	Hungarian_2.8	Hungarian
nsubj	-4.02979	NOUN	0.51578	6242243	VERB	Hindi_2.8	Hindi
obj	-5.5233	NOUN	1.47774	6242243	VERB	Hindi_2.8	Hindi
nsubj	-5.08045	NOUN	0.25066	9594817	VERB	Upper_Sorbian_2.8	Upper_Sorbian
obj	4.76537	NOUN	0.65239	9594817	VERB	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-5.82303	NOUN	-0.39778	2939541	VERB	Vietnamese_2.8	Vietnamese
obj	5.44988	NOUN	0.24084	2939541	VERB	Vietnamese_2.8	Vietnamese
nsubj	0.08657	NOUN	-0.21446	9159439	VERB	Romanian_2.8	Romanian
obj	0.14463	NOUN	0.60326	9159439	VERB	Romanian_2.8	Romanian
nsubj	3.25704	NOUN	0.7576	8504809	VERB	Hindi_2.8	Hindi
obj	-4.89624	NOUN	1.98142	8504809	VERB	Hindi_2.8	Hindi
nsubj	4.89513	NOUN	0.27954	3252602	VERB	Lithuanian_2.8	Lithuanian
obj	4.26178	NOUN	1.82199	3252602	VERB	Lithuanian_2.8	Lithuanian
nsubj	4.62188	NOUN	0.29157	4671526	VERB	Swedish_2.8	Swedish
obj	4.92236	NOUN	1.78822	4671526	VERB	Swedish_2.8	Swedish
nsubj	4.52901	NOUN	0.37518	8886048	VERB	Estonian_2.8	Estonian
obj	-4.09764	NOUN	-0.77952	8886048	VERB	Estonian_2.8	Estonian
nsubj	-4.10937	NOUN	0.69497	9841007	VERB	Afrikaans_2.8	Afrikaans
obj	5.09361	NOUN	0.25124	9841007	VERB	Afrikaans_2.8	Afrikaans
nsubj	3.79723	NOUN	-1.21557	9364440	VERB	Persian_2.8	Persian
obj	4.70194	NOUN	1.45254	9364440	VERB	Persian_2.8	Persian
nsubj	-4.17405	NOUN	0.64928	8203155	VERB	Slovak_2.8	Slovak
obj	4.9034	NOUN	1.79928	8203155	VERB	Slovak_2.8	Slovak
nsubj	4.42891	NOUN	1.17411	7944341	VERB	Ancient_Greek_2.8	Ancient_Greek
obj	4.49565	NOUN	1.62673	7944341	VERB	Ancient_Greek_2.8	Ancient_Greek
nsubj	-5.04461	NOUN	-0.10705	9495306	VERB	German_2.8	German
obj	-5.40177	NOUN	3.61513	9495306	VERB	German_2.8	German
nsubj	-4.48461	NOUN	-0.03409	4407125	VERB	Romanian_2.8	Romanian
obj	-4.03625	NOUN	1.56519	4407125	VERB	Romanian_2.8	Romanian
nsubj	4.83517	NOUN	0.33716	6686419	VERB	Breton_2.8	Breton
obj	4.98168	NOUN	1.9565	6686419	VERB	Breton_2.8	Breton
nsubj	5.26961	NOUN	-0.05774	7300192	VERB	Russian_2.8	Russian
obj	4.52547	NOUN	2.52283	7300192	VERB	Russian_2.8	Russian
nsubj	-4.38179	NOUN	1.00964	4452800	VERB	Portuguese_2.8	Portuguese
obj	5.22656	NOUN	0.85786	4452800	VERB	Portuguese_2.8	Portuguese
nsubj	4.64611	NOUN	-0.78745	2125269	VERB	Catalan_2.8	Catalan
obj	6.06405	NOUN	2.80148	2125269	VERB	Catalan_2.8	Catalan
nsubj	0.15868	NOUN	-0.54197	6694881	VERB	Irish_2.8	Irish
obj	-0.06508	NOUN	-0.0652	6694881	VERB	Irish_2.8	Irish
nsubj	3.91612	NOUN	-0.03005	4198598	VERB	Portuguese_2.8	Portuguese
obj	-4.81729	NOUN	0.65975	4198598	VERB	Portuguese_2.8	Portuguese
nsubj	0.32124	NOUN	-0.0804	3619942	VERB	Estonian_2.8	Estonian
obj	0.06303	NOUN	0.58373	3619942	VERB	Estonian_2.8	Estonian
nsubj	-0.17897	NOUN	-0.50762	6307156	VERB	Danish_2.8	Danish
obj	-0.22368	NOUN	1.20026	6307156	VERB	Danish_2.8	Danish
nsubj	0.31121	NOUN	0.13773	1290487	VERB	Spanish_2.8	Spanish
obj	-0.69228	NOUN	1.4164	1290487	VERB	Spanish_2.8	Spanish
nsubj	0.42079	NOUN	0.16551	5274801	VERB	Afrikaans_2.8	Afrikaans
obj	3.44077	NOUN	1.63538	5274801	VERB	Afrikaans_2.8	Afrikaans
nsubj	3.57525	NOUN	-1.75961	833668	VERB	Arabic_2.8	Arabic
obj	-5.50962	NOUN	0.94303	833668	VERB	Arabic_2.8	Arabic
nsubj	-0.10319	NOUN	0.25054	1359194	VERB	German_2.8	German
obj	0.35627	NOUN	1.69157	1359194	VERB	German_2.8	German
nsubj	0.04738	NOUN	0.72834	5466512	VERB	Ancient_Greek_2.8	Ancient_Greek
obj	-0.13725	NOUN	0.90757	5466512	VERB	Ancient_Greek_2.8	Ancient_Greek
nsubj	0.38496	NOUN	0.27614	8442609	VERB	Basque_2.8	Basque
obj	0.81258	NOUN	0.83062	8442609	VERB	Basque_2.8	Basque
nsubj	-4.66155	NOUN	0.95892	4748914	VERB	Afrikaans_2.8	Afrikaans
obj	5.91912	NOUN	-0.19945	4748914	VERB	Afrikaans_2.8	Afrikaans
nsubj	5.1636	NOUN	-0.47487	8413389	VERB	Estonian_2.8	Estonian
obj	3.99628	NOUN	0.64936	8413389	VERB	Estonian_2.8	Estonian
nsubj	4.57482	NOUN	-0.37971	1210534	VERB	Chinese_2.8	Chinese
obj	-5.40558	NOUN	0.37438	1210534	VERB	Chinese_2.8	Chinese
nsubj	-2.75295	NOUN	-1.45912	5999649	VERB	Icelandic_2.8	Icelandic
obj	-3.72059	NOUN	-0.2093	5999649	VERB	Icelandic_2.8	Icelandic
nsubj	4.63348	NOUN	-0.28661	4734491	VERB	Kurmanji_2.8	Kurmanji
obj	4.69752	NOUN	0.84318	4734491	VERB	Kurmanji_2.8	Kurmanji
nsubj	4.96421	NOUN	0.77261	4714224	VERB	Sanskrit_2.8	Sanskrit
obj	-3.85071	NOUN	1.82061	4714224	VERB	Sanskrit_2.8	Sanskrit
nsubj	-0.18804	NOUN	0.14525	7886944	VERB	Maltese_2.8	Maltese
obj	-0.1965	NOUN	0.51843	7886944	VERB	Maltese_2.8	Maltese
nsubj	-4.8531	NOUN	-2.72692	2238131	VERB	Manx_2.8	Manx
obj	-4.81684	NOUN	-0.84568	2238131	VERB	Manx_2.8	Manx
nsubj	5.31294	NOUN	-1.61544	2084470	VERB	Vietnamese_2.8	Vietnamese
obj	-5.62123	NOUN	0.98157	2084470	VERB	Vietnamese_2.8	Vietnamese
nsubj	3.47978	NOUN	1.48061	4197274	VERB	Afrikaans_2.8	Afrikaans
obj	-5.92653	NOUN	0.01724	4197274	VERB	Afrikaans_2.8	Afrikaans
nsubj	3.60906	NOUN	1.09546	3757088	VERB	Japanese_2.8	Japanese
obj	4.48537	NOUN	1.53355	3757088	VERB	Japanese_2.8	Japanese
nsubj	2.61439	NOUN	-1.00073	4529240	VERB	Faroese_2.8	Faroese
obj	0.43432	NOUN	0.38428	4529240	VERB	Faroese_2.8	Faroese
nsubj	-0.22944	NOUN	-1.19045	8607576	VERB	Mbya_Guarani_2.8	Mbya_Guarani
obj	-0.22011	NOUN	0.05901	8607576	VERB	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	-4.37518	NOUN	0.09244	2889521	VERB	Estonian_2.8	Estonian
obj	4.18989	NOUN	0.95005	2889521	VERB	Estonian_2.8	Estonian
nsubj	-4.96901	NOUN	-0.69367	7855227	VERB	Vietnamese_2.8	Vietnamese
obj	6.0037	NOUN	0.86922	7855227	VERB	Vietnamese_2.8	Vietnamese
nsubj	4.37697	NOUN	0.82734	8670764	VERB	Sanskrit_2.8	Sanskrit
obj	-3.28374	NOUN	0.57412	8670764	VERB	Sanskrit_2.8	Sanskrit
nsubj	0.242	NOUN	-0.07758	9446480	VERB	Ukrainian_2.8	Ukrainian
obj	-1.05875	NOUN	0.22591	9446480	VERB	Ukrainian_2.8	Ukrainian
nsubj	-0.96868	NOUN	0.73843	5901609	VERB	German_2.8	German
obj	3.65857	NOUN	2.36248	5901609	VERB	German_2.8	German
nsubj	-5.11366	NOUN	0.83381	7359784	VERB	Erzya_2.8	Erzya
obj	-3.89037	NOUN	1.75936	7359784	VERB	Erzya_2.8	Erzya
nsubj	5.45592	NOUN	-0.81398	303079	VERB	Upper_Sorbian_2.8	Upper_Sorbian
obj	5.19916	NOUN	2.7724	303079	VERB	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-0.28517	NOUN	-0.26496	2133171	VERB	Greek_2.8	Greek
obj	-0.13987	NOUN	0.92525	2133171	VERB	Greek_2.8	Greek
nsubj	-4.02898	NOUN	-0.29008	5598373	VERB	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	1.14811	NOUN	-0.45746	5598373	VERB	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	-0.73612	NOUN	-1.35545	9871487	VERB	Icelandic_2.8	Icelandic
obj	3.65507	NOUN	0.13694	9871487	VERB	Icelandic_2.8	Icelandic
nsubj	-0.30881	NOUN	0.82758	5987654	VERB	Amharic_2.8	Amharic
obj	0.32757	NOUN	1.38355	5987654	VERB	Amharic_2.8	Amharic
nsubj	-0.60863	NOUN	1.29463	1669087	VERB	Classical_Chinese_2.8	Classical_Chinese
obj	0.30399	NOUN	-0.25386	1669087	VERB	Classical_Chinese_2.8	Classical_Chinese
nsubj	-1.42214	NOUN	-0.55648	3405676	VERB	Spanish_2.8	Spanish
obj	-4.48536	NOUN	2.32643	3405676	VERB	Spanish_2.8	Spanish
nsubj	-4.18332	NOUN	-0.97439	464452	VERB	Mbya_Guarani_2.8	Mbya_Guarani
obj	-4.18138	NOUN	-0.07802	464452	VERB	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	-0.54052	NOUN	-0.06775	4287415	VERB	Old_East_Slavic_2.8	Old_East_Slavic
obj	0.59968	NOUN	0.34492	4287415	VERB	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	-3.47739	NOUN	-0.44228	5146853	VERB	Wolof_2.8	Wolof
obj	-5.51268	NOUN	0.27666	5146853	VERB	Wolof_2.8	Wolof
nsubj	3.51654	NOUN	-1.08815	3460861	VERB	Wolof_2.8	Wolof
obj	5.31531	NOUN	-0.09093	3460861	VERB	Wolof_2.8	Wolof
nsubj	-0.38291	NOUN	-0.52859	4416706	VERB	Manx_2.8	Manx
obj	1.67366	NOUN	-0.08832	4416706	VERB	Manx_2.8	Manx
nsubj	4.91428	NOUN	0.61626	4666339	VERB	Maltese_2.8	Maltese
obj	-4.77575	NOUN	0.74005	4666339	VERB	Maltese_2.8	Maltese
nsubj	0.04764	NOUN	-0.55095	318749	VERB	Irish_2.8	Irish
obj	0.04046	NOUN	-0.05183	318749	VERB	Irish_2.8	Irish
nsubj	2.31584	NOUN	0.54669	2460122	VERB	Kiche_2.8	Kiche
obj	1.30479	NOUN	-0.22054	2460122	VERB	Kiche_2.8	Kiche
nsubj	-3.50732	NOUN	0.1459	4020985	VERB	Breton_2.8	Breton
obj	-5.03351	NOUN	1.56811	4020985	VERB	Breton_2.8	Breton
nsubj	-4.31978	NOUN	2.36265	2936477	VERB	Italian_2.8	Italian
obj	4.87084	NOUN	1.47255	2936477	VERB	Italian_2.8	Italian
nsubj	-0.04952	NOUN	0.11304	4143702	VERB	Urdu_2.8	Urdu
obj	0.11118	NOUN	1.14548	4143702	VERB	Urdu_2.8	Urdu
nsubj	5.34248	NOUN	0.64225	5342859	VERB	Russian_2.8	Russian
obj	4.37121	NOUN	1.64743	5342859	VERB	Russian_2.8	Russian
nsubj	-3.49963	NOUN	0.56775	6321801	VERB	Romanian_2.8	Romanian
obj	-4.7624	NOUN	1.79776	6321801	VERB	Romanian_2.8	Romanian
nsubj	-2.32852	NOUN	-0.25681	2868320	VERB	Finnish_2.8	Finnish
obj	-4.89518	NOUN	2.33699	2868320	VERB	Finnish_2.8	Finnish
nsubj	3.78754	NOUN	-1.29003	4110727	VERB	Chinese_2.8	Chinese
obj	4.34066	NOUN	1.14973	4110727	VERB	Chinese_2.8	Chinese
nsubj	-3.55336	NOUN	0.17264	8676216	VERB	Irish_2.8	Irish
obj	3.60861	NOUN	-0.49632	8676216	VERB	Irish_2.8	Irish
nsubj	-3.86285	NOUN	1.33671	1875675	VERB	Breton_2.8	Breton
obj	5.0239	NOUN	0.49706	1875675	VERB	Breton_2.8	Breton
nsubj	-4.50709	NOUN	-0.76838	2382948	VERB	Portuguese_2.8	Portuguese
obj	-4.568	NOUN	2.78697	2382948	VERB	Portuguese_2.8	Portuguese
nsubj	5.44496	NOUN	0.88059	8121792	VERB	Hungarian_2.8	Hungarian
obj	-4.63439	NOUN	-0.28326	8121792	VERB	Hungarian_2.8	Hungarian
nsubj	0.13973	NOUN	0.27775	4712921	VERB	Spanish_2.8	Spanish
obj	0.17236	NOUN	1.22401	4712921	VERB	Spanish_2.8	Spanish
nsubj	-4.85186	NOUN	0.88749	6674221	VERB	Western_Armenian_2.8	Western_Armenian
obj	-4.24522	NOUN	1.44674	6674221	VERB	Western_Armenian_2.8	Western_Armenian
nsubj	-0.20892	NOUN	-0.70332	6671369	VERB	Irish_2.8	Irish
obj	-0.10633	NOUN	-0.20593	6671369	VERB	Irish_2.8	Irish
nsubj	-4.40164	NOUN	-0.29385	6251060	VERB	Serbian_2.8	Serbian
obj	5.665	NOUN	-0.55968	6251060	VERB	Serbian_2.8	Serbian
nsubj	-3.63376	NOUN	1.52199	8739306	VERB	Gothic_2.8	Gothic
obj	-4.1423	NOUN	-0.12571	8739306	VERB	Gothic_2.8	Gothic
nsubj	0.22608	NOUN	-0.36955	8543693	VERB	Hebrew_2.8	Hebrew
obj	0.27888	NOUN	0.68647	8543693	VERB	Hebrew_2.8	Hebrew
nsubj	-4.27578	NOUN	0.70024	887246	VERB	Finnish_2.8	Finnish
obj	4.17441	NOUN	1.10904	887246	VERB	Finnish_2.8	Finnish
nsubj	0.11434	NOUN	0.06736	6189806	VERB	Serbian_2.8	Serbian
obj	0.37761	NOUN	0.70632	6189806	VERB	Serbian_2.8	Serbian
nsubj	4.92596	NOUN	0.4188	6015261	VERB	Russian_2.8	Russian
obj	-3.77446	NOUN	-0.48749	6015261	VERB	Russian_2.8	Russian
nsubj	-0.23164	NOUN	-0.25899	3523330	VERB	Kurmanji_2.8	Kurmanji
obj	-0.70723	NOUN	-0.32587	3523330	VERB	Kurmanji_2.8	Kurmanji
nsubj	-5.27773	NOUN	0.43522	2427055	VERB	Polish_2.8	Polish
obj	4.06862	NOUN	0.39556	2427055	VERB	Polish_2.8	Polish
nsubj	4.43017	NOUN	0.73164	2507592	VERB	Western_Armenian_2.8	Western_Armenian
obj	-4.33996	NOUN	0.57789	2507592	VERB	Western_Armenian_2.8	Western_Armenian
nsubj	0.54505	NOUN	-0.01375	5304013	VERB	North_Sami_2.8	North_Sami
obj	-0.65209	NOUN	0.69138	5304013	VERB	North_Sami_2.8	North_Sami
nsubj	-0.4147	NOUN	-0.35817	3686834	VERB	Indonesian_2.8	Indonesian
obj	0.16288	NOUN	1.03634	3686834	VERB	Indonesian_2.8	Indonesian
nsubj	-1.57508	NOUN	0.63188	321194	VERB	Kiche_2.8	Kiche
obj	-0.95954	NOUN	-0.06785	321194	VERB	Kiche_2.8	Kiche
nsubj	-4.09774	NOUN	0.68664	2732694	VERB	Greek_2.8	Greek
obj	5.66166	NOUN	0.72211	2732694	VERB	Greek_2.8	Greek
nsubj	-2.78736	NOUN	1.09321	7251218	VERB	French_2.8	French
obj	4.95191	NOUN	2.35664	7251218	VERB	French_2.8	French
nsubj	3.01091	NOUN	-1.28755	5296393	VERB	Arabic_2.8	Arabic
obj	-5.391	NOUN	1.25286	5296393	VERB	Arabic_2.8	Arabic
nsubj	-2.87693	NOUN	0.66648	5397550	VERB	Urdu_2.8	Urdu
obj	4.78768	NOUN	1.07501	5397550	VERB	Urdu_2.8	Urdu
nsubj	3.78874	NOUN	-0.66163	190719	VERB	Greek_2.8	Greek
obj	-5.46418	NOUN	0.53305	190719	VERB	Greek_2.8	Greek
nsubj	2.31216	NOUN	-1.00183	9292091	VERB	Icelandic_2.8	Icelandic
obj	3.15002	NOUN	-0.39978	9292091	VERB	Icelandic_2.8	Icelandic
nsubj	-3.8827	NOUN	-0.68532	8802964	VERB	Coptic_2.8	Coptic
obj	0.64853	NOUN	0.39194	8802964	VERB	Coptic_2.8	Coptic
nsubj	-4.24275	NOUN	1.80003	8874740	VERB	Spanish_2.8	Spanish
obj	5.52507	NOUN	1.7915	8874740	VERB	Spanish_2.8	Spanish
nsubj	0.05798	NOUN	-0.23382	6234552	VERB	Armenian_2.8	Armenian
obj	-0.01594	NOUN	0.88541	6234552	VERB	Armenian_2.8	Armenian
nsubj	2.77573	NOUN	0.76443	2156389	VERB	Latin_2.8	Latin
obj	3.76861	NOUN	0.70556	2156389	VERB	Latin_2.8	Latin
nsubj	5.5218	NOUN	0.37487	2705197	VERB	Erzya_2.8	Erzya
obj	1.49887	NOUN	0.09671	2705197	VERB	Erzya_2.8	Erzya
nsubj	-5.83354	NOUN	-0.4292	1062043	VERB	North_Sami_2.8	North_Sami
obj	-5.04733	NOUN	2.01478	1062043	VERB	North_Sami_2.8	North_Sami
nsubj	3.46417	NOUN	-0.23378	2706978	VERB	Old_East_Slavic_2.8	Old_East_Slavic
obj	4.95049	NOUN	1.00125	2706978	VERB	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	-0.31394	NOUN	0.41022	9896586	VERB	Erzya_2.8	Erzya
obj	0.02493	NOUN	-0.19002	9896586	VERB	Erzya_2.8	Erzya
nsubj	0.3925	NOUN	0.16123	8735495	VERB	Czech_2.8	Czech
obj	0.17684	NOUN	0.3977	8735495	VERB	Czech_2.8	Czech
nsubj	0.70864	NOUN	-0.34797	9884864	VERB	Komi_Zyrian_2.8	Komi_Zyrian
obj	-0.08862	NOUN	0.14799	9884864	VERB	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	-3.95785	NOUN	-0.19998	969472	VERB	Maltese_2.8	Maltese
obj	-5.26978	NOUN	1.48567	969472	VERB	Maltese_2.8	Maltese
nsubj	4.44564	NOUN	-0.42136	5934791	VERB	Chinese_2.8	Chinese
obj	-5.63126	NOUN	0.83103	5934791	VERB	Chinese_2.8	Chinese
nsubj	-3.17363	NOUN	-0.3838	1813950	VERB	Armenian_2.8	Armenian
obj	4.7112	NOUN	0.26858	1813950	VERB	Armenian_2.8	Armenian
nsubj	-4.69516	NOUN	1.18056	5683323	VERB	Catalan_2.8	Catalan
obj	5.9258	NOUN	2.71048	5683323	VERB	Catalan_2.8	Catalan
nsubj	-4.0426	NOUN	-0.04049	9407535	VERB	Naija_2.8	Naija
obj	-3.32945	NOUN	0.4405	9407535	VERB	Naija_2.8	Naija
nsubj	-1.19396	NOUN	-0.32012	3040513	VERB	Manx_2.8	Manx
obj	-1.33187	NOUN	-0.1451	3040513	VERB	Manx_2.8	Manx
nsubj	0.24132	NOUN	-0.0722	3855465	VERB	Czech_2.8	Czech
obj	0.6899	NOUN	0.54231	3855465	VERB	Czech_2.8	Czech
nsubj	4.25021	NOUN	0.72975	1522585	VERB	Portuguese_2.8	Portuguese
obj	-5.40152	NOUN	1.42647	1522585	VERB	Portuguese_2.8	Portuguese
nsubj	-0.19038	NOUN	0.46474	3377628	VERB	Urdu_2.8	Urdu
obj	0.15523	NOUN	0.88635	3377628	VERB	Urdu_2.8	Urdu
nsubj	4.40364	NOUN	0.02989	2361347	VERB	Serbian_2.8	Serbian
obj	-4.37307	NOUN	-0.78446	2361347	VERB	Serbian_2.8	Serbian
nsubj	-0.34579	NOUN	0.38534	5616147	VERB	Hindi_2.8	Hindi
obj	0.05389	NOUN	1.27071	5616147	VERB	Hindi_2.8	Hindi
nsubj	-3.50855	NOUN	1.40899	1955766	VERB	Lithuanian_2.8	Lithuanian
obj	4.96169	NOUN	1.53817	1955766	VERB	Lithuanian_2.8	Lithuanian
nsubj	2.87928	NOUN	-0.88489	969299	VERB	Norwegian_2.8	Norwegian
obj	4.31659	NOUN	1.89731	969299	VERB	Norwegian_2.8	Norwegian
nsubj	-4.20528	NOUN	0.23553	9150463	VERB	Amharic_2.8	Amharic
obj	-5.75759	NOUN	2.0482	9150463	VERB	Amharic_2.8	Amharic
nsubj	-0.14751	NOUN	0.42859	333384	VERB	Uyghur_2.8	Uyghur
obj	-0.47399	NOUN	0.31878	333384	VERB	Uyghur_2.8	Uyghur
nsubj	4.59622	NOUN	1.01969	7155824	VERB	German_2.8	German
obj	4.60435	NOUN	2.7942	7155824	VERB	German_2.8	German
nsubj	-0.01075	NOUN	-0.20078	480690	VERB	Romanian_2.8	Romanian
obj	-0.57895	NOUN	0.44096	480690	VERB	Romanian_2.8	Romanian
nsubj	-4.21531	NOUN	-1.40017	1711857	VERB	Armenian_2.8	Armenian
obj	-4.56498	NOUN	1.00296	1711857	VERB	Armenian_2.8	Armenian
nsubj	-3.58481	NOUN	0.23503	50036	VERB	Croatian_2.8	Croatian
obj	5.39654	NOUN	0.26271	50036	VERB	Croatian_2.8	Croatian
nsubj	0.67911	NOUN	0.04057	7205848	VERB	Croatian_2.8	Croatian
obj	-0.24436	NOUN	0.68408	7205848	VERB	Croatian_2.8	Croatian
nsubj	5.53126	NOUN	1.49708	3300875	VERB	Hungarian_2.8	Hungarian
obj	-3.90076	NOUN	0.52973	3300875	VERB	Hungarian_2.8	Hungarian
nsubj	6.21821	NOUN	-0.93005	1264576	VERB	North_Sami_2.8	North_Sami
obj	4.47023	NOUN	1.8027	1264576	VERB	North_Sami_2.8	North_Sami
nsubj	-4.4465	NOUN	-1.14839	3577331	VERB	Danish_2.8	Danish
obj	-4.75148	NOUN	1.78089	3577331	VERB	Danish_2.8	Danish
nsubj	-5.01165	NOUN	1.02041	643874	VERB	Portuguese_2.8	Portuguese
obj	5.6831	NOUN	0.84836	643874	VERB	Portuguese_2.8	Portuguese
nsubj	-4.09392	NOUN	-3.50476	378734	VERB	Mbya_Guarani_2.8	Mbya_Guarani
obj	4.00498	NOUN	-0.76986	378734	VERB	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	-1.22823	NOUN	1.2126	3140208	VERB	Cantonese_2.8	Cantonese
obj	5.6891	NOUN	1.25384	3140208	VERB	Cantonese_2.8	Cantonese
nsubj	-4.17324	NOUN	0.9174	2585530	VERB	Spanish_2.8	Spanish
obj	5.55386	NOUN	1.91114	2585530	VERB	Spanish_2.8	Spanish
nsubj	-0.04188	NOUN	-0.22883	4465061	VERB	Welsh_2.8	Welsh
obj	0.03755	NOUN	0.01493	4465061	VERB	Welsh_2.8	Welsh
nsubj	-3.08175	NOUN	0.38014	9730183	VERB	Welsh_2.8	Welsh
obj	3.35488	NOUN	-0.42227	9730183	VERB	Welsh_2.8	Welsh
nsubj	4.81061	NOUN	1.34023	8628048	VERB	Hebrew_2.8	Hebrew
obj	-4.39641	NOUN	1.54303	8628048	VERB	Hebrew_2.8	Hebrew
nsubj	-0.91865	NOUN	1.41776	7851798	VERB	Buryat_2.8	Buryat
obj	-0.44611	NOUN	0.57925	7851798	VERB	Buryat_2.8	Buryat
nsubj	4.30107	NOUN	0.16678	2046939	VERB	Swedish_2.8	Swedish
obj	-4.45357	NOUN	0.92439	2046939	VERB	Swedish_2.8	Swedish
nsubj	4.49102	NOUN	0.15356	4138059	VERB	Ukrainian_2.8	Ukrainian
obj	-4.54251	NOUN	-1.4497	4138059	VERB	Ukrainian_2.8	Ukrainian
nsubj	4.52808	NOUN	0.21366	1547970	VERB	Estonian_2.8	Estonian
obj	-5.1889	NOUN	1.1719	1547970	VERB	Estonian_2.8	Estonian
nsubj	3.31537	NOUN	2.33207	4447049	VERB	Buryat_2.8	Buryat
obj	-5.53461	NOUN	0.738	4447049	VERB	Buryat_2.8	Buryat
nsubj	-4.49094	NOUN	-0.98899	2006221	VERB	Greek_2.8	Greek
obj	-5.25009	NOUN	1.42933	2006221	VERB	Greek_2.8	Greek
nsubj	-4.54975	NOUN	0.6472	1917655	VERB	Greek_2.8	Greek
obj	5.38104	NOUN	1.22019	1917655	VERB	Greek_2.8	Greek
nsubj	-0.15391	NOUN	-0.59983	4514086	VERB	Irish_2.8	Irish
obj	-0.20324	NOUN	-0.10984	4514086	VERB	Irish_2.8	Irish
nsubj	-1.52631	NOUN	0.27931	9312310	VERB	Norwegian_2.8	Norwegian
obj	4.72706	NOUN	0.7324	9312310	VERB	Norwegian_2.8	Norwegian
nsubj	5.96298	NOUN	1.94468	3592861	VERB	Uyghur_2.8	Uyghur
obj	4.25259	NOUN	1.01284	3592861	VERB	Uyghur_2.8	Uyghur
nsubj	-4.76616	NOUN	0.3459	1800418	VERB	Komi_Zyrian_2.8	Komi_Zyrian
obj	-4.26438	NOUN	1.72568	1800418	VERB	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	-4.75088	NOUN	1.07792	976479	VERB	Bulgarian_2.8	Bulgarian
obj	5.1526	NOUN	1.12964	976479	VERB	Bulgarian_2.8	Bulgarian
nsubj	-0.07268	NOUN	-0.09424	8700436	VERB	Kurmanji_2.8	Kurmanji
obj	0.18979	NOUN	-0.30339	8700436	VERB	Kurmanji_2.8	Kurmanji
nsubj	5.28008	NOUN	0.81354	5544007	VERB	Thai_2.8	Thai
obj	-4.86677	NOUN	-0.77143	5544007	VERB	Thai_2.8	Thai
