AverageLoss	Counter	DH_Mean_NoPunct	DH_Sigma_NoPunct	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	FileName	Language	Language_	ModelName
10.0	1010000	-3.4037726	0.05678084	acl	0.5810583	0.1315588	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-0.9767559	0.025070384	advcl	3.1532204	0.05286572	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	1.0501819	0.037204325	advmod	-0.31230703	-0.034563266	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	3.2580545	0.07668349	amod	-5.3247023	0.050640065	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-4.222599	0.18876429	appos	0.79224026	0.17384745	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	5.3060527	0.23246531	aux	-0.22069083	0.021241283	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	2.9934595	0.07577394	case	0.5917421	-0.079076484	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	5.560512	0.189635	cc	5.0239096	0.1467529	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-2.9292905	0.09798549	ccomp	2.1683576	0.071521625	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	1.9693309	0.024131829	compound	-6.625373	0.040303178	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-6.8454614	0.34844682	conj	2.7640285	0.07556424	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	3.1070204	0.17751367	cop	-0.21201035	0.017757716	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-0.14157899	0.13162783	csubj	2.1917422	0.20697626	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-1.7708979	0.22041793	dep	3.156172	0.26360026	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	6.175676	0.17105928	det	-2.3755386	0.03361854	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	1.2758545	0.13271205	discourse	2.3296883	0.20378071	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	0.3553698	0.36931264	dislocated	2.3372977	0.45305556	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	2.4438996	0.13367388	expl	0.4833028	0.08891549	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-4.8248696	0.49026042	fixed	-1.3206077	0.8409993	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-5.562153	0.40011138	flat	-5.154949	0.4249155	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-3.1463635	0.4786013	goeswith	-1.8381909	0.8119953	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-3.7846403	0.42231354	iobj	-4.5325246	0.40853018	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-4.020352	0.36789563	list	0.10116615	0.3700293	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	6.7049513	0.38297638	mark	3.3194199	0.07410278	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-0.59690154	0.008010875	nmod	-1.8060597	0.036524512	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	3.202007	0.07646213	nsubj	1.2458391	-0.009931245	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	1.0364283	0.046515223	nummod	-3.9411495	0.18314247	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-3.1685297	0.046490237	obj	-1.2275772	0.019901242	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-1.8117352	0.028468357	obl	1.5242959	0.04143041	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-1.3666143	0.47561297	orphan	1.2523282	0.6659322	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-2.9717944	0.12280456	parataxis	3.7763426	0.13962974	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-0.010008321	1.0198976	punct	-0.00031111715	0.9856807	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	1.6623085	0.7167877	reparandum	-0.10865308	0.5356512	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	0.35746714	0.24111629	vocative	2.940426	0.21276404	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1010000	-4.6960044	0.13373454	xcomp	0.9920782	0.08572004	6451236	English_2.6-10000_inferRealGrammars.py	English-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	4.73594	0.36972666	acl	1.4985307	0.15798861	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	4.8514085	0.4396889	advcl	1.7193799	0.09402548	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	4.2743554	0.42503697	advmod	0.6818546	0.10342482	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	3.9812515	0.3866564	amod	0.04084569	0.15119368	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	-4.732535	0.19313775	aux	-1.577607	0.061210338	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	-5.3072624	0.20110427	case	-0.83061415	0.05837594	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	-0.6712362	0.15431048	cc	1.7546105	0.23767291	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	1.6255823	0.6562738	ccomp	-0.3726593	0.8837796	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	2.4061577	0.08926842	compound	-1.3287283	0.04839291	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	-3.41427	0.5257511	cop	-1.7542454	0.1991567	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	1.1453635	0.7509347	csubj	0.74635416	0.7116071	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	0.4270893	0.041530732	dep	-0.77051586	0.042069446	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	3.4816113	0.4606778	det	0.7652483	0.3514165	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	-0.18690139	0.40985096	discourse	1.3580469	0.418722	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	1.8685173	0.5996529	dislocated	2.2023635	0.4308038	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	-2.7165635	0.5339038	fixed	-0.016884007	0.9878863	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	4.159658	0.4429819	iobj	-0.32923508	0.17527682	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	-4.8399653	0.36878943	mark	-1.9004792	0.08984342	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	5.8600616	0.36706802	nmod	1.2837381	0.06341933	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	5.1002903	0.40423176	nsubj	1.3034312	0.087661706	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	4.357951	0.25371855	nummod	-1.4934397	0.057995744	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	4.851482	0.43536085	obj	-0.5340281	0.093537025	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	4.950699	0.41719046	obl	0.75456035	0.0798422	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	820000	0.019107837	1.013664	punct	-0.023592385	0.9785059	9002466	Japanese_2.6-1000_inferRealGrammars.py	Japanese-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-3.1493902	0.31995928	acl	1.2863946	0.36642438	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-1.0486952	0.119576156	advcl	2.4470243	0.16081783	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	0.9782065	0.093296714	advmod	-0.73997784	0.07059538	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	3.4545152	0.17160828	amod	-5.324111	0.16331825	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-3.4826636	0.50470304	appos	1.6054231	0.40111414	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	4.431242	0.37964308	aux	-0.6386756	0.075506486	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	2.7862895	0.121174745	case	0.37342468	0.1356811	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	4.65017	0.3999125	cc	3.6167047	0.20294751	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-2.4081247	0.20559956	ccomp	1.2754333	0.25694486	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	1.9669124	0.09702512	compound	-6.4646206	0.2671578	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-4.869637	0.43080747	conj	1.9242929	0.16549489	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	3.0328836	0.25098708	cop	-0.66483223	0.10246815	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-0.10604105	0.40973058	csubj	1.4183081	0.39345607	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-1.5300357	0.4410815	dep	2.5247965	0.46438828	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	5.2006564	0.35317376	det	-2.491511	0.11208489	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	1.0862345	0.31374383	discourse	2.3144865	0.2719232	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	1.0541543	0.7985705	dislocated	1.1706643	0.6736903	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	2.354938	0.45507285	expl	0.22997294	0.41261268	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-3.025347	0.519849	fixed	-0.0065385546	0.99669975	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-3.7481713	0.45582214	flat	-2.922992	0.49859247	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-0.6400549	0.8414097	goeswith	0.007960591	0.9752755	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-1.7465125	0.55129176	iobj	-2.3055608	0.58661777	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-1.3680117	0.72334254	list	-1.4032811	0.6908566	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	4.8428073	0.41360554	mark	2.701086	0.18178293	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-0.44476968	0.0658095	nmod	-1.8947191	0.18702568	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	3.0766149	0.15262508	nsubj	0.74847394	0.048011985	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	0.99989927	0.17264974	nummod	-3.303337	0.347776	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-3.0750864	0.21643107	obj	-1.3371819	0.15164234	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-1.7662683	0.06928631	obl	1.1060491	0.12829472	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	0.57592505	0.9364712	orphan	0.36673054	0.91937095	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-2.4544652	0.37828714	parataxis	3.026237	0.2721842	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	0.0047247037	1.0224077	punct	-0.00071910507	1.0085112	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	0.53723395	0.5335673	vocative	1.5711936	0.60789	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1040000	-3.8489008	0.45034122	xcomp	0.60979074	0.20763786	5431461	English_2.6-1000_inferRealGrammars.py	English-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.2504344	0.33172405	acl	1.7050871	0.04543416	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.8164926	0.33441946	advcl	2.0003142	-0.017894227	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.810666	0.2667509	advmod	0.94127536	0.07929871	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.194961	0.21397766	amod	0.29173768	0.022900231	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-1.3030062	0.699574	appos	-1.3250602	0.80519235	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-4.8323426	0.07198324	aux	-1.3637393	-0.04135791	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-5.7286873	0.13456379	case	-0.5832871	0.027274074	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.7714026	0.04224697	cc	1.8374221	0.04031148	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.1508346	0.53508395	ccomp	-0.50301474	0.45108065	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	2.546815	-0.034051314	compound	-1.1761746	0.023577847	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-5.4273343	0.388438	cop	-1.4965259	0.05721223	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	2.6126597	0.5808469	csubj	1.7362407	0.32761216	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.23386137	0.02739032	dep	-0.4820121	0.0121772215	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.279002	0.4147439	det	0.95709926	0.15405726	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.1597818	0.21444117	discourse	1.3003234	0.267706	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.4572396	0.5199363	dislocated	2.7682195	0.22107884	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-4.8769	0.40134147	fixed	-0.31195322	0.966969	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.0028386	0.36427143	iobj	0.09278099	0.11518774	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-6.087208	0.17941265	mark	-1.6497169	-0.040201217	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	7.195374	0.21199615	nmod	1.3549058	0.01426909	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	7.1577873	0.3477466	nsubj	1.5487134	0.033867165	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.5279515	0.04835335	nummod	-1.2904621	0.026028847	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.7014112	0.34207806	obj	-0.1961894	0.043761685	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.9079127	0.3667295	obl	1.174597	0.017309034	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.035931922	1.0320337	punct	-0.020293126	1.0097045	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.038352676	0.98850507	reparandum	0.050990976	0.99879587	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	5.8443007	0.29475802	acl	1.6138977	0.07272612	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	6.2428513	0.3779634	advcl	1.9793382	0.050191253	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	5.3066607	0.31632018	advmod	0.90487236	0.03019114	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	4.877148	0.26823497	amod	0.17726377	0.0601576	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	-0.99956983	0.87858284	appos	-0.82282734	0.74886954	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	-4.7712855	0.0813067	aux	-1.410852	0.058054425	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	-5.616066	0.11565211	case	-0.6550735	0.08182912	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	-0.77135193	0.077212386	cc	1.7874802	0.15031584	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	2.521528	0.580173	ccomp	-0.28445593	0.63982314	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	2.5596685	-0.061426617	compound	-1.1365722	0.029670637	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	-4.8635545	0.4180075	cop	-1.65147	0.058126673	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	2.2259202	0.5694784	csubj	1.1856663	0.3928163	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	0.2727163	0.051704433	dep	-0.4786233	0.026023436	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	4.7071857	0.4244905	det	1.0862902	0.20111956	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	0.06864613	0.2360645	discourse	1.268429	0.2948843	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	2.9009132	0.5132751	dislocated	3.157698	0.27192143	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	-4.2173257	0.4498102	fixed	0.030386625	0.9951188	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	5.449902	0.41612312	iobj	-0.020888453	0.065231696	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	-5.5242424	0.27278522	mark	-1.7659768	0.036127213	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	6.890863	0.32237378	nmod	1.3793252	0.013002491	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	6.4660525	0.30056673	nsubj	1.5133674	0.026484862	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	3.3874881	0.14065932	nummod	-1.3237656	0.0147173405	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	6.1095366	0.37270385	obj	-0.204067	0.083889514	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	6.308795	0.37778354	obl	1.137289	0.04999365	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	800000	0.050868727	1.018021	punct	0.03237384	1.0075767	1013123	Japanese_2.6-5000_inferRealGrammars.py	Japanese-5000_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	4.120177	0.41152802	acl	1.4754863	0.19002183	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	4.26216	0.42314735	advcl	1.6692098	0.10982411	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	3.591427	0.4790706	advmod	0.7294889	0.1546015	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	3.8898184	0.44887084	amod	0.06803742	0.1734667	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	-4.587959	0.29513377	aux	-1.746974	0.10567928	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	-5.0351596	0.27167702	case	-0.8496185	0.099312134	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	-0.70605344	0.18347007	cc	1.365395	0.31107533	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	1.0711209	0.7182629	ccomp	-0.1843806	0.9250458	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	2.7322338	0.109734796	compound	-1.254281	0.07909905	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	-2.781215	0.53002095	cop	-1.2553636	0.3090313	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
